Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches,-9999
596,Matheus Cunha,br BRA,FWMF,Atlético Madrid,es La Liga,23-285,1999,4.2,64,85,75.3,790,203,48,55,87.3,9,13,69.2,3,4,75.0,2,0.8,0.4,+1.2,6,6,2,0,7,Matches,dc62b55d
597,Curro,es ESP,MF,Almería,es La Liga,27-064,1996,0.5,21,28,75.0,310,133,10,12,83.3,4,6,66.7,3,4,75.0,0,0.2,0.2,-0.2,2,1,1,0,1,Matches,f9a225f5
598,Marco D'Alessandro,it ITA,DFFW,Monza,it Serie A,32-019,1991,3.2,79,115,68.7,1182,302,50,57,87.7,23,36,63.9,4,9,44.4,0,0.2,0.1,-0.2,3,4,0,0,3,Matches,060606ec
599,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,34-180,1988,2.1,99,116,85.3,1881,675,34,36,94.4,56,63,88.9,7,14,50.0,1,0.2,0.1,+0.8,1,9,1,0,11,Matches,44eb9093
600,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,18-183,2004,3.5,61,84,72.6,896,334,32,42,76.2,24,31,77.4,3,6,50.0,1,0.8,0.4,+0.2,10,6,3,2,9,Matches,f778fe3f
601,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,34-295,1988,3.8,217,254,85.4,4247,1562,66,75,88.0,122,138,88.4,25,35,71.4,0,0.0,0.1,0.0,0,14,2,0,18,Matches,1ec7e1c5
602,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,30-298,1992,6.4,137,192,71.4,1724,544,82,108,75.9,36,47,76.6,5,10,50.0,0,0.9,1.1,-0.9,10,11,7,0,28,Matches,eac044ad
603,Colin Dagba,fr FRA,DF,Strasbourg,fr Ligue 1,24-180,1998,6.7,276,338,81.7,3773,1433,174,194,89.7,88,109,80.7,5,15,33.3,0,0.7,0.6,-0.7,11,18,12,7,23,Matches,29c02c9f
604,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24-346,1998,6.0,132,200,66.0,4207,3224,20,20,100.0,60,60,100.0,52,120,43.3,0,0.0,0.0,0.0,0,10,0,0,0,Matches,dee3013b
605,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,27-066,1996,2.3,118,156,75.6,2130,707,53,64,82.8,51,53,96.2,13,27,48.1,0,0.4,0.2,-0.4,3,14,1,0,16,Matches,db4ed67b
606,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,24-150,1998,8.0,107,162,66.0,1326,290,66,89,74.2,32,46,69.6,1,4,25.0,3,2.3,1.2,+0.7,10,5,5,1,11,Matches,ca45605e
607,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22-217,2000,16.5,216,327,66.1,2828,493,129,187,69.0,61,84,72.6,7,12,58.3,1,1.6,1.1,-0.6,18,13,5,1,25,Matches,b70afb45
608,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23-355,1999,16.9,780,1008,77.4,14040,4455,326,372,87.6,362,436,83.0,78,148,52.7,2,1.6,1.2,+0.4,25,65,24,13,59,Matches,d9565625
609,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18-333,2004,1.6,50,63,79.4,663,179,28,32,87.5,19,21,90.5,0,2,0.0,0,0.2,0.1,-0.2,3,5,1,0,9,Matches,d3d77413
610,Mikkel Damsgaard,dk DEN,MFFW,Brentford,eng Premier League,22-248,2000,4.3,113,166,68.1,1518,598,62,73,84.9,37,54,68.5,5,13,38.5,0,0.8,0.6,-0.8,7,16,7,0,17,Matches,215f3907
611,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,21-315,2001,14.5,605,696,86.9,12066,4549,204,220,92.7,314,340,92.4,78,115,67.8,1,0.1,0.1,+0.9,2,39,0,0,42,Matches,7ef972c3
612,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,21-315,2001,1.0,57,63,90.5,787,259,35,38,92.1,15,16,93.8,3,4,75.0,0,0.1,0.0,-0.1,1,1,1,1,4,Matches,7ef972c3
613,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21-313,2001,1.6,30,44,68.2,613,211,11,16,68.8,12,17,70.6,6,9,66.7,0,0.1,0.0,-0.1,2,5,0,0,4,Matches,a816dbfb
614,Danilo,br BRA,DF,Juventus,it Serie A,31-236,1991,24.1,1236,1473,83.9,24203,8976,437,495,88.3,624,681,91.6,161,254,63.4,3,2.3,0.9,+0.7,14,109,10,3,97,Matches,94b2001f
615,Arnaut Danjuma,nl NED,FW,Tottenham,eng Premier League,26-036,1997,0.1,6,11,54.5,99,8,3,5,60.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,1,0,1,1,0,Matches,f08490a6
616,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,26-036,1997,5.3,70,95,73.7,999,169,44,61,72.1,20,26,76.9,2,3,66.7,0,0.4,0.3,-0.4,5,3,3,2,2,Matches,f08490a6
617,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24-170,1998,26.0,1562,1729,90.3,29508,10565,508,546,93.0,901,967,93.2,135,182,74.2,1,0.9,1.1,+0.1,8,112,2,0,118,Matches,6e33125f
618,Dante,br BRA,DF,Nice,fr Ligue 1,39-141,1983,25.0,1563,1743,89.7,30516,12069,541,575,94.1,827,871,94.9,169,255,66.3,2,1.1,0.7,+0.9,6,94,5,0,92,Matches,fd2bc67d
619,Márton Dárdai,de GER,DF,Hertha BSC,de Bundesliga,21-024,2002,3.9,101,157,64.3,2094,1012,30,39,76.9,57,73,78.1,14,44,31.8,0,0.1,0.1,-0.1,3,10,1,0,15,Matches,41bff4fa
620,Sergi Darder,es ESP,MF,Espanyol,es La Liga,29-076,1993,23.7,731,1024,71.4,14315,5491,283,332,85.2,327,398,82.2,110,246,44.7,2,4.6,4.2,-2.6,52,102,35,6,149,Matches,070a3904
621,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23-306,1999,12.8,478,604,79.1,10737,3783,109,130,83.8,269,301,89.4,93,158,58.9,0,0.0,0.1,0.0,1,23,0,0,31,Matches,5069b796
622,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,32-212,1990,0.3,8,12,66.7,101,6,5,6,83.3,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,3eb0f2df
623,Matteo Darmian,it ITA,DF,Inter,it Serie A,33-096,1989,14.3,658,778,84.6,11591,4131,274,298,91.9,318,358,88.8,52,87,59.8,2,1.5,1.5,+0.5,16,35,12,7,48,Matches,96e0490d
624,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,24-136,1998,11.8,369,459,80.4,6243,1581,186,211,88.2,145,163,89.0,33,56,58.9,2,1.4,1.4,+0.6,9,29,20,5,48,Matches,60344e4f
625,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23-053,2000,23.5,472,575,82.1,6481,1425,289,332,87.0,138,163,84.7,18,20,90.0,4,4.1,3.2,-0.1,33,36,18,2,50,Matches,ce50fd99
626,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22-126,2000,18.5,1123,1289,87.1,17725,4829,597,652,91.6,442,486,90.9,61,95,64.2,4,3.1,3.6,+0.9,38,93,29,3,106,Matches,d781d855
627,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29-318,1993,18.9,842,1010,83.4,14039,4833,407,451,90.2,356,401,88.8,58,106,54.7,2,2.1,1.2,-0.1,15,65,4,2,90,Matches,44781702
628,Tom Davies,eng ENG,MF,Everton,eng Premier League,24-251,1998,5.2,150,202,74.3,2540,707,73,94,77.7,59,69,85.5,14,26,53.8,0,0.1,0.2,-0.1,1,19,1,0,25,Matches,9228b07c
629,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27-292,1995,10.6,372,499,74.5,6708,2572,164,188,87.2,161,206,78.2,40,85,47.1,0,0.2,0.3,-0.2,4,28,2,0,31,Matches,16bb656a
630,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,32-306,1990,8.0,245,310,79.0,5404,2170,74,86,86.0,121,137,88.3,48,79,60.8,0,0.1,0.1,-0.1,1,25,0,0,18,Matches,3e9e06cb
631,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,32-306,1990,6.0,309,362,85.4,6223,2258,91,100,91.0,172,189,91.0,44,66,66.7,0,0.0,0.1,0.0,1,19,0,0,9,Matches,3e9e06cb
632,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31-253,1991,21.4,877,1229,71.4,16542,5015,391,470,83.2,351,473,74.2,123,218,56.4,12,10.4,11.4,+1.6,76,95,77,16,187,Matches,e46012d4
633,Charles De Ketelaere,be BEL,MFFW,Milan,it Serie A,21-363,2001,9.2,208,270,77.0,2973,983,121,153,79.1,69,81,85.2,10,14,71.4,1,1.8,1.6,-0.8,17,23,13,0,43,Matches,2ef7c612
634,Manuel De Luca,it ITA,FWMF,Sampdoria,it Serie A,24-234,1998,0.5,5,8,62.5,66,1,3,5,60.0,2,3,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,60e3603d
635,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,28-288,1994,11.4,615,754,81.6,10790,3429,312,347,89.9,208,248,83.9,75,114,65.8,2,3.4,2.1,-1.4,26,88,28,5,99,Matches,162efffd
636,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,30-139,1992,8.5,358,451,79.4,6336,2390,158,188,84.0,160,191,83.8,36,58,62.1,0,0.4,0.3,-0.4,5,39,6,4,42,Matches,ae4e2852
637,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34-289,1988,5.8,184,260,70.8,2890,1461,101,114,88.6,73,104,70.2,7,31,22.6,0,0.2,0.1,-0.2,4,18,4,1,20,Matches,e74f0e59
638,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24-276,1998,11.8,531,682,77.9,8328,3372,278,322,86.3,207,255,81.2,31,67,46.3,1,0.2,0.4,+0.8,5,54,9,4,53,Matches,5fdcb075
639,Koni De Winter,be BEL,DF,Empoli,it Serie A,20-269,2002,8.9,356,407,87.5,6728,2357,130,140,92.9,199,214,93.0,27,49,55.1,0,0.2,0.1,-0.2,2,14,1,0,19,Matches,f4797849
640,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31-264,1991,7.2,109,131,83.2,1359,239,68,75,90.7,29,33,87.9,3,8,37.5,0,0.3,0.1,-0.3,7,7,0,0,7,Matches,854ee61a
641,Duccio Degli Innocenti,it ITA,MF,Empoli,it Serie A,19-314,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,0e0d6c53
642,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,31-283,1991,16.3,391,507,77.1,5979,1723,207,250,82.8,149,185,80.5,21,34,61.8,1,1.1,1.7,-0.1,13,45,18,0,80,Matches,4ca4f601
643,Romain Del Castillo,fr FRA,FWMF,Brest,fr Ligue 1,26-344,1996,8.8,244,382,63.9,4393,1703,121,162,74.7,78,116,67.2,36,80,45.0,3,2.6,2.2,+0.4,17,27,20,6,41,Matches,0be95d34
644,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22-231,2000,0.1,0,1,0.0,0,0,0,0,,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,84a85b48
645,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,30-349,1992,7.9,258,387,66.7,4016,1441,125,154,81.2,113,163,69.3,11,41,26.8,1,0.6,1.0,+0.4,5,12,11,8,14,Matches,8332db56
646,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,31-186,1991,3.4,140,164,85.4,2173,461,71,76,93.4,54,64,84.4,8,14,57.1,0,0.1,0.6,-0.1,2,6,3,1,7,Matches,fe641c1a
647,Thomas Delaney,dk DEN,MF,Hoffenheim,de Bundesliga,31-186,1991,3.1,104,154,67.5,1949,803,44,55,80.0,47,59,79.7,12,30,40.0,0,0.0,0.1,0.0,1,9,0,0,10,Matches,fe641c1a
648,Sacha Delaye,fr FRA,FWMF,Montpellier,fr Ligue 1,20-319,2002,0.2,8,14,57.1,86,52,6,8,75.0,1,3,33.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches,e4448c8c
649,Fran Delgado,es ESP,DF,Betis,es La Liga,21-240,2001,0.1,7,8,87.5,110,13,4,4,100.0,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches,e7d2a50b
650,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,31-150,1991,8.7,139,230,60.4,2109,558,78,113,69.0,41,73,56.2,12,25,48.0,1,1.4,0.9,-0.4,11,16,7,1,19,Matches,d33c706e
651,Andy Delort,dz ALG,FW,Nantes,fr Ligue 1,31-150,1991,2.1,31,58,53.4,414,128,14,27,51.9,11,14,78.6,1,6,16.7,0,0.5,0.0,-0.5,4,5,0,0,4,Matches,d33c706e
652,Karamoko Dembele,sct SCO,FWMF,Brest,fr Ligue 1,20-014,2003,1.8,55,82,67.1,887,212,31,36,86.1,15,27,55.6,6,10,60.0,0,0.2,0.2,-0.2,3,2,2,1,4,Matches,7304f3b1
653,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,26-239,1996,9.0,125,174,71.8,1610,333,68,92,73.9,39,52,75.0,4,7,57.1,0,0.3,0.5,-0.3,4,9,8,0,21,Matches,e7986081
654,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25-297,1997,12.2,499,647,77.1,7876,1528,297,331,89.7,147,189,77.8,43,78,55.1,5,3.7,3.8,+1.3,34,19,29,4,58,Matches,b19db005
655,Siriki Dembélé,ci CIV,FWMF,Bournemouth,eng Premier League,26-182,1996,1.2,37,47,78.7,543,223,22,29,75.9,10,13,76.9,2,2,100.0,0,0.3,0.2,-0.3,4,2,3,2,4,Matches,11f54bd5
656,Siriki Dembélé,ci CIV,MF,Auxerre,fr Ligue 1,26-182,1996,1.8,34,40,85.0,464,151,20,22,90.9,9,11,81.8,2,3,66.7,0,0.4,0.4,-0.4,3,0,4,1,3,Matches,11f54bd5
657,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,25-003,1998,15.5,495,579,85.5,9309,2610,181,201,90.0,254,288,88.2,52,78,66.7,0,0.5,0.5,-0.5,4,13,0,0,25,Matches,e3cceee6
658,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,29-248,1993,12.0,576,766,75.2,9922,3275,277,317,87.4,217,262,82.8,63,144,43.8,3,1.9,3.2,+1.1,20,51,10,4,62,Matches,54b4dc4e
659,Ermedin Demirović,ba BIH,MFFW,Augsburg,de Bundesliga,24-348,1998,19.5,199,410,48.5,2800,1021,117,194,60.3,62,118,52.5,8,29,27.6,3,2.8,2.4,+0.2,23,23,15,5,36,Matches,ed79b7d3
660,Diego Demme,de GER,MF,Napoli,it Serie A,31-107,1991,0.3,66,67,98.5,1029,236,31,31,100.0,24,25,96.0,8,8,100.0,0,0.0,0.0,0.0,0,7,1,0,9,Matches,dc3fa3b5
661,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,21-078,2001,3.6,127,152,83.6,2537,896,39,41,95.1,71,77,92.2,15,30,50.0,0,0.0,0.0,0.0,0,5,0,0,5,Matches,7bf9400b
662,Branco van den Boomen,nl NED,MF,Toulouse,fr Ligue 1,27-230,1995,24.1,1224,1613,75.9,27293,9494,418,473,88.4,490,597,82.1,283,464,61.0,7,5.3,5.6,+1.7,63,192,42,8,223,Matches,99d660b2
663,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,27-327,1995,4.1,135,155,87.1,2091,409,69,75,92.0,54,60,90.0,6,10,60.0,0,0.5,0.1,-0.5,5,10,0,0,10,Matches,5a7301ae
664,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,27-327,1995,2.4,86,99,86.9,1466,282,45,50,90.0,32,32,100.0,8,8,100.0,0,0.0,0.0,0.0,2,4,1,1,6,Matches,5a7301ae
665,Emmanuel Dennis,ng NGA,FW,Nott'ham Forest,eng Premier League,25-113,1997,4.8,80,117,68.4,1224,249,49,59,83.1,20,32,62.5,7,9,77.8,1,0.3,0.3,+0.7,4,4,2,1,10,Matches,2c44a35d
666,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,25-318,1997,16.0,325,497,65.4,5970,3516,135,175,77.1,141,203,69.5,42,84,50.0,2,1.0,1.1,+1.0,13,35,16,11,51,Matches,d97f2e8d
667,Fabio Depaoli,it ITA,DFMF,Sampdoria,it Serie A,25-318,1997,1.5,74,95,77.9,1373,584,31,36,86.1,31,36,86.1,11,21,52.4,0,0.4,0.3,-0.4,4,6,4,4,10,Matches,d97f2e8d
668,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,31-052,1992,0.4,1,2,50.0,27,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,2990c466
669,Halil Dervişoğlu,tr TUR,MF,Brentford,eng Premier League,23-090,1999,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,9d8cf204
670,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26-256,1996,1.0,22,26,84.6,684,521,2,2,100.0,10,10,100.0,9,13,69.2,0,0.0,0.0,0.0,0,1,0,0,0,Matches,477e50ce
671,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,28-017,1995,17.4,853,1011,84.4,12453,4779,490,534,91.8,296,352,84.1,37,68,54.4,2,1.5,1.7,+0.5,11,72,16,5,87,Matches,1d5c96f8
672,Cyriel Dessers,ng NGA,FW,Cremonese,it Serie A,28-090,1994,13.9,140,219,63.9,2009,333,76,114,66.7,50,69,72.5,6,11,54.5,0,1.2,0.9,-1.2,18,9,7,0,23,Matches,dcb38abe
673,Sergiño Dest,us USA,DF,Milan,it Serie A,22-125,2000,3.7,169,198,85.4,2535,793,95,102,93.1,65,73,89.0,5,12,41.7,0,0.3,0.2,-0.3,4,15,3,1,14,Matches,5976f83e
674,Mattia Destro,it ITA,FW,Empoli,it Serie A,31-353,1991,5.1,33,59,55.9,387,85,23,32,71.9,5,15,33.3,2,4,50.0,0,0.4,0.2,-0.4,4,1,1,0,2,Matches,d7d32194
675,Gerard Deulofeu,es ESP,FW,Udinese,it Serie A,28-360,1994,13.5,443,588,75.3,6574,2331,260,294,88.4,139,181,76.8,27,64,42.2,6,4.4,4.0,+1.6,48,40,42,2,82,Matches,39583cfd
676,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,24-183,1998,19.7,684,918,74.5,11412,2971,349,413,84.5,242,308,78.6,67,131,51.1,2,2.5,2.0,-0.5,30,92,20,3,107,Matches,5c74c0f5
677,Samuel Di Carmine,it ITA,FWMF,Cremonese,it Serie A,34-160,1988,0.3,6,8,75.0,79,30,4,5,80.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,ef94dc2f
678,Federico Di Francesco,it ITA,FWMF,Lecce,it Serie A,28-267,1994,14.2,238,354,67.2,3277,965,140,165,84.8,71,108,65.7,11,37,29.7,2,2.2,1.9,-0.2,18,15,11,1,34,Matches,1fca9171
679,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25-224,1997,24.0,705,938,75.2,18377,12330,170,170,100.0,303,310,97.7,229,455,50.3,0,0.0,0.0,0.0,0,10,0,0,0,Matches,4e0c8d66
680,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,29-216,1993,24.9,1561,1833,85.2,25658,9135,795,852,93.3,616,707,87.1,119,178,66.9,4,3.3,3.7,+0.7,33,125,42,8,179,Matches,230a2fac
681,Ángel Di María,ar ARG,FWMF,Juventus,it Serie A,35-022,1988,9.7,312,424,73.6,5745,2051,142,161,88.2,113,145,77.9,47,85,55.3,4,3.3,3.1,+0.7,28,37,22,6,59,Matches,19cda00b
682,Boulaye Dia,sn SEN,FW,Salernitana,it Serie A,26-112,1996,17.6,291,385,75.6,4269,890,153,187,81.8,93,114,81.6,18,26,69.2,4,2.3,1.0,+1.7,23,20,13,2,35,Matches,244bc2c8
683,Moussa Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,23-244,1999,19.9,509,678,75.1,7694,1767,284,343,82.8,161,207,77.8,38,71,53.5,4,5.3,4.2,-1.3,40,33,36,12,67,Matches,aeed5c06
684,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,26-079,1996,15.2,584,700,83.4,12387,4453,157,182,86.3,330,365,90.4,90,140,64.3,0,0.2,0.1,-0.2,3,45,1,0,42,Matches,d2110326
685,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,22-061,2001,21.8,1239,1417,87.4,19668,6050,604,660,91.5,540,604,89.4,66,96,68.8,0,0.6,0.8,-0.6,6,90,11,2,125,Matches,1bfb6fef
686,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,19-128,2003,1.5,48,68,70.6,600,354,36,42,85.7,11,15,73.3,0,6,0.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches,d8c19a60
687,Abdou Diallo,sn SEN,DFMF,RB Leipzig,de Bundesliga,26-308,1996,4.8,296,345,85.8,5556,2367,117,126,92.9,146,161,90.7,31,52,59.6,0,0.1,0.3,-0.1,1,22,4,0,22,Matches,fc62f087
688,Baila Diallo,fr FRA,DFMF,Clermont Foot,fr Ligue 1,21-257,2001,0.7,24,35,68.6,388,170,8,11,72.7,13,18,72.2,1,3,33.3,0,0.0,0.2,0.0,0,0,2,1,1,Matches,fb55f63a
689,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27-263,1995,21.1,281,407,69.0,3732,672,173,236,73.3,75,99,75.8,10,14,71.4,0,1.9,2.3,-1.9,16,21,9,1,27,Matches,6605d143
690,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,24-000,1999,8.3,266,343,77.6,3996,893,153,176,86.9,92,116,79.3,14,29,48.3,0,0.1,0.1,-0.1,3,20,2,0,23,Matches,11ff3d56
691,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,26-038,1997,18.0,614,818,75.1,11523,4641,250,300,83.3,261,328,79.6,83,148,56.1,0,0.4,0.5,-0.4,7,61,7,3,57,Matches,b3244eeb
692,Mamady Diarra,ml MLI,MFDF,Cádiz,es La Liga,22-255,2000,0.7,8,9,88.9,103,26,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,80211dc5
693,Mouhamadou Diarra,sn SEN,MF,Strasbourg,fr Ligue 1,19-064,2004,9.5,253,342,74.0,4200,1092,112,135,83.0,100,126,79.4,24,50,48.0,0,0.5,1.6,-0.5,6,30,8,1,37,Matches,6d0fe035
694,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,22-118,2000,11.4,444,530,83.8,7235,2707,203,232,87.5,197,221,89.1,26,44,59.1,1,0.6,0.6,+0.4,7,27,11,4,45,Matches,698f11e3
695,Stéphane Diarra,fr FRA,FWMF,Lorient,fr Ligue 1,24-089,1998,10.7,216,300,72.0,2910,978,131,173,75.7,69,92,75.0,7,13,53.8,0,1.8,0.8,-1.8,11,6,12,1,33,Matches,29939a1d
696,Youba Diarra,ml MLI,MF,Cádiz,es La Liga,24-349,1998,0.5,16,19,84.2,300,22,6,6,100.0,7,7,100.0,3,5,60.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches,d61759ec
697,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,25-298,1997,14.2,1176,1274,92.3,21510,7730,424,447,94.9,661,696,95.0,81,112,72.3,0,0.1,0.2,-0.1,2,84,0,0,68,Matches,31c69ef1
698,Krépin Diatta,sn SEN,MFFW,Monaco,fr Ligue 1,24-011,1999,17.6,447,590,75.8,6163,1985,266,321,82.9,136,186,73.1,18,33,54.5,2,2.6,2.4,-0.6,19,45,26,7,67,Matches,8104e41e
699,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29-259,1993,26.0,696,995,69.9,20955,15321,99,100,99.0,315,326,96.6,276,561,49.2,0,0.1,0.1,-0.1,2,25,2,0,0,Matches,f41a69e6
700,Brahim Díaz,es ESP,MF,Milan,it Serie A,23-217,1999,13.0,347,437,79.4,5191,1655,189,217,87.1,123,146,84.2,19,34,55.9,3,3.6,1.7,-0.6,27,51,29,1,81,Matches,407feb71
701,Luis Díaz,co COL,FW,Liverpool,eng Premier League,26-054,1997,6.8,203,256,79.3,3051,597,124,150,82.7,63,75,84.0,12,14,85.7,2,1.0,0.8,+1.0,6,18,5,1,25,Matches,4a1a9578
702,Justin Diehl,de GER,MFFW,Köln,de Bundesliga,18-101,2004,0.2,2,2,100.0,15,0,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches,d82a310a
703,Bamba Dieng,sn SEN,FWMF,Marseille,fr Ligue 1,22-350,2000,2.2,27,43,62.8,367,34,18,26,69.2,5,9,55.6,2,2,100.0,0,0.1,0.1,-0.1,2,1,2,1,1,Matches,40774c6b
704,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,22-350,2000,3.5,49,66,74.2,639,98,29,34,85.3,14,20,70.0,2,3,66.7,0,0.6,0.2,-0.6,3,4,0,0,2,Matches,40774c6b
705,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,29-052,1994,23.3,1332,1543,86.3,25776,9954,487,527,92.4,671,724,92.7,150,242,62.0,1,1.2,0.4,-0.2,7,59,6,3,71,Matches,ac861941
706,Florian Dietz,de GER,FW,Köln,de Bundesliga,24-217,1998,4.4,39,76,51.3,487,111,27,40,67.5,7,20,35.0,2,5,40.0,0,0.3,0.5,-0.3,4,4,0,0,5,Matches,8779ddf8
707,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29-231,1993,14.0,604,792,76.3,9597,3661,339,378,89.7,211,282,74.8,44,90,48.9,0,1.6,1.3,-1.6,15,34,19,11,51,Matches,1b84dbe1
708,Federico Dimarco,it ITA,DF,Inter,it Serie A,25-118,1997,17.7,713,983,72.5,13646,4729,308,355,86.8,278,353,78.8,106,221,48.0,2,5.0,4.3,-3.0,43,50,30,21,66,Matches,970b8574
709,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29-073,1993,23.0,438,712,61.5,12613,9056,71,71,100.0,215,218,98.6,151,416,36.3,0,0.0,0.0,0.0,1,11,0,0,0,Matches,fc70e345
710,Junior Dina Ebimbe,fr FRA,DFMF,Eint Frankfurt,de Bundesliga,22-107,2000,8.7,243,340,71.5,3625,1214,144,178,80.9,80,108,74.1,12,34,35.3,1,1.4,1.1,-0.4,8,19,6,1,28,Matches,95bb6ddc
711,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,32-019,1991,1.1,55,78,70.5,840,252,31,34,91.2,19,28,67.9,3,9,33.3,0,0.3,0.2,-0.3,4,7,1,0,6,Matches,92b56413
712,Eren Dinkçi,de GER,FWMF,Werder Bremen,de Bundesliga,21-085,2001,1.8,35,56,62.5,541,79,20,29,69.0,13,19,68.4,2,4,50.0,0,0.2,0.3,-0.2,3,1,1,0,4,Matches,4ccd8957
713,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21-333,2001,13.7,796,933,85.3,13986,4986,323,360,89.7,386,439,87.9,64,102,62.7,0,0.0,0.3,0.0,1,73,3,1,76,Matches,6de23ab0
