Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
1824,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,23,1998,29.3,7,1,1,31,16,1,117,22,24,0,0,0,158,10,19,34.5,Matches,23610943
1825,Cristian Molinaro,it ITA,DF,Venezia,it Serie A,38,1983,6.1,0,0,0,7,8,1,16,6,9,0,0,0,22,4,2,66.7,Matches,1c8c5aed
1826,Florent Mollet,fr FRA,FWMF,Montpellier,fr Ligue 1,29,1991,29.2,6,0,0,34,50,10,105,24,22,0,0,0,132,13,24,35.1,Matches,7e82a78f
1827,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,23,1998,32.4,2,0,0,20,15,1,98,20,20,0,0,0,207,18,21,46.2,Matches,9939e168
1828,Monchu,es ESP,MF,Granada,es La Liga,21,1999,7.4,3,1,0,29,11,0,6,4,6,0,0,0,35,10,8,55.6,Matches,8ac501f5
1829,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,30,1991,25.0,5,0,0,46,33,0,43,22,25,0,0,0,160,35,23,60.3,Matches,84d94b91
1830,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,24,1997,11.8,7,0,0,9,12,4,33,10,4,0,0,0,68,10,7,58.8,Matches,374d5158
1831,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34.0,1,0,0,0,5,0,0,1,0,0,0,0,30,11,2,84.6,Matches,c1d95617
1832,Ángel Montoro,es ESP,MF,Granada,es La Liga,33,1988,14.8,5,0,0,29,18,2,45,11,13,0,0,0,83,8,18,30.8,Matches,719384c1
1833,Martín Montoya,es ESP,DF,Betis,es La Liga,30,1991,5.8,2,0,0,8,10,0,13,11,12,0,0,0,27,10,6,62.5,Matches,5cec2487
1834,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,24,1996,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,33.3,Matches,bfae110f
1835,Álvaro Morata,es ESP,FW,Juventus,it Serie A,28,1992,25.6,5,0,0,48,77,20,20,5,9,2,1,0,88,36,33,52.2,Matches,129af0db
1836,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,31,1989,5.2,1,0,0,5,2,0,2,6,6,0,0,0,32,9,13,40.9,Matches,e7d22eae
1837,Jon Morcillo,es ESP,MFFW,Athletic Club,es La Liga,22,1998,0.6,2,0,0,2,1,0,7,0,0,0,0,0,4,0,0,,Matches,b7d7f3bf
1838,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,37,1984,6.7,0,0,0,4,5,0,1,7,9,0,0,0,37,9,9,50.0,Matches,e97150c0
1839,Alberto Moreno,es ESP,MFDF,Villarreal,es La Liga,29,1992,13.6,3,0,0,20,21,6,47,27,7,0,2,0,65,7,10,41.2,Matches,11b9265b
1840,Álex Moreno,es ESP,DF,Betis,es La Liga,28,1993,26.7,3,1,0,33,38,3,84,34,40,1,0,0,145,24,34,41.4,Matches,16e9d0ea
1841,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,29,1992,13.2,2,0,0,11,14,8,12,6,2,1,0,0,33,18,18,50.0,Matches,81f0781e
1842,Tete Morente,es ESP,MF,Elche,es La Liga,24,1996,18.1,4,0,0,32,22,8,74,12,14,0,0,0,90,22,21,51.2,Matches,004d185e
1843,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,18,2003,9.1,9,1,1,21,25,0,3,12,18,0,0,0,51,14,21,40.0,Matches,f4c69aa6
1844,Ilaix Moriba,gn GUI,MF,RB Leipzig,de Bundesliga,18,2003,0.4,0,0,0,1,3,0,0,1,0,0,0,0,4,0,2,0.0,Matches,f4c69aa6
1845,Manu Morlanes,es ESP,MF,Espanyol,es La Liga,22,1999,12.7,6,1,0,13,11,0,6,13,15,0,0,0,78,17,24,41.5,Matches,a0255c67
1846,Raúl Moro,es ESP,FW,Lazio,it Serie A,18,2002,2.2,0,0,0,0,0,0,2,0,3,0,0,0,6,0,0,,Matches,919dd4b1
1847,Loren Morón,es ESP,FWMF,Espanyol,es La Liga,27,1993,6.3,0,0,0,10,15,7,5,2,4,0,0,0,15,19,29,39.6,Matches,3aa4a3be
1848,Loren Morón,es ESP,FW,Betis,es La Liga,27,1993,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches,3aa4a3be
1849,Tyler Morton,eng ENG,MF,Liverpool,eng Premier League,18,2002,0.7,1,0,0,1,0,0,0,3,0,0,0,0,5,2,3,40.0,Matches,2bc28bb9
1850,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,17,2004,2.4,1,0,0,4,0,0,0,3,2,0,0,0,12,1,3,25.0,Matches,dc1ce4f5
1851,Lebo Mothiba,za RSA,FWMF,Troyes,fr Ligue 1,25,1996,5.8,1,0,0,10,16,4,1,2,4,1,0,0,15,8,13,38.1,Matches,3eaf8817
1852,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,25,1996,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,3eaf8817
1853,Andrei Motoc,ro ROU,DF,Salernitana,it Serie A,19,2002,1.0,0,0,0,0,2,0,0,2,1,0,0,0,4,0,1,0.0,Matches,b64073a0
1854,Baptiste Mouazan,fr FRA,MF,Lorient,fr Ligue 1,19,2001,1.1,0,0,0,3,0,0,2,1,3,0,0,0,5,0,2,0.0,Matches,81ac108d
1855,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,20,2001,4.8,1,0,0,5,8,0,3,2,4,0,0,0,40,8,10,44.4,Matches,2591b066
1856,Youssoufa Moukoko,de GER,FWMF,Dortmund,de Bundesliga,16,2004,2.5,1,0,0,5,5,5,0,3,0,0,0,0,6,0,3,0.0,Matches,6ce43701
1857,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,23,1997,18.5,3,0,0,14,5,0,0,35,12,0,0,0,90,28,17,62.2,Matches,5f26e0c5
1858,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7.0,3,1,1,1,2,0,0,1,0,0,0,0,8,1,1,50.0,Matches,28a65a2c
1859,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,26,1994,25.7,2,0,0,43,28,10,10,6,6,0,0,0,65,223,120,65.0,Matches,19ba6c6d
1860,Mason Mount,eng ENG,MF,Chelsea,eng Premier League,22,1999,26.3,4,0,0,30,23,5,153,13,16,0,0,0,107,6,31,16.2,Matches,9674002f
1861,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,28,1992,19.7,4,0,0,20,37,3,33,18,10,0,0,0,95,48,32,60.0,Matches,2b622f01
1862,Lys Mousset,fr FRA,MFFW,Salernitana,it Serie A,25,1996,1.8,2,0,0,4,2,1,0,0,0,0,1,0,5,0,5,0.0,Matches,d9cfca3d
1863,João Moutinho,pt POR,MF,Wolves,eng Premier League,34,1986,33.0,4,0,0,36,15,0,108,34,39,0,1,0,254,15,23,39.5,Matches,f5a00fa4
1864,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,24,1996,16.8,5,0,0,33,11,0,6,17,32,0,0,0,98,10,23,30.3,Matches,af0c835b
1865,Toni Moya,es ESP,MF,Alavés,es La Liga,23,1998,15.4,2,0,0,27,10,0,81,20,10,0,1,0,99,10,20,33.3,Matches,9e098912
1866,Samuel Mráz,sk SVK,FW,Spezia,it Serie A,24,1997,0.6,0,0,0,2,0,1,0,0,0,0,0,0,4,2,3,40.0,Matches,be6c1ccc
1867,Nordi Mukiele,fr FRA,DFFW,RB Leipzig,de Bundesliga,23,1997,20.5,3,0,0,19,25,8,34,31,22,1,1,0,125,47,23,67.1,Matches,ac73ec79
1868,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,22,1999,22.7,5,0,0,24,15,0,40,24,35,0,0,0,117,9,20,31.0,Matches,1295552e
1869,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30.0,0,0,0,0,3,0,0,0,0,0,0,0,60,7,0,100.0,Matches,cbac6ec9
1870,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,31,1989,28.4,0,0,0,11,22,12,89,15,20,0,0,1,94,31,56,35.6,Matches,3c6089ab
1871,Bali Mumba,eng ENG,DF,Norwich City,eng Premier League,19,2001,0.5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0.0,Matches,2d760d7b
1872,Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,25,1996,20.9,7,0,0,39,21,2,4,43,17,1,0,0,106,59,33,64.1,Matches,2acf0cd7
1873,Iker Muniain,es ESP,MF,Athletic Club,es La Liga,28,1992,30.9,3,0,0,15,81,5,173,17,10,2,0,0,159,5,9,35.7,Matches,c05dfb74
1874,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,23,1997,14.9,4,1,1,27,14,0,39,17,17,0,0,0,80,25,22,53.2,Matches,228b0d9d
1875,Luis Muriel,co COL,FWMF,Atalanta,it Serie A,30,1991,17.1,1,0,0,14,27,7,75,4,4,0,0,0,65,30,32,48.4,Matches,eb2fe5b6
1876,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,29,1992,12.4,5,1,0,13,13,0,1,17,10,0,1,0,61,31,33,48.4,Matches,b233e8e4
1877,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,27,1994,2.4,1,0,0,5,9,1,0,0,0,1,0,0,6,11,14,44.0,Matches,0cadc46d
1878,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,27,1994,16.0,6,0,0,27,16,7,7,6,3,0,0,0,42,116,98,54.2,Matches,0cadc46d
1879,Jacob Murphy,eng ENG,FWDF,Newcastle Utd,eng Premier League,26,1995,16.4,4,0,0,16,14,2,54,23,26,0,1,0,98,14,33,29.8,Matches,de112b84
1880,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,26,1994,10.9,5,0,0,22,6,2,23,7,17,0,1,0,56,11,7,61.1,Matches,d183e9d6
1881,Yunus Musah,us USA,MFFW,Valencia,es La Liga,18,2002,14.0,5,0,0,24,16,0,29,14,13,0,1,0,50,16,21,43.2,Matches,b51b1b9c
1882,Torben Müsel,de GER,MF,M'Gladbach,de Bundesliga,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,d01b9ad6
1883,Jamal Musiala,de GER,MFFW,Bayern Munich,de Bundesliga,18,2003,16.3,2,0,0,17,20,2,5,19,26,0,0,0,115,5,13,27.8,Matches,2c0558b8
1884,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,32.6,1,1,0,3,1,0,0,0,1,0,1,0,26,6,0,100.0,Matches,a111cf41
1885,Shkodran Mustafi,de GER,DF,Levante,es La Liga,29,1992,7.3,1,0,0,3,4,3,0,15,6,0,0,0,27,24,7,77.4,Matches,3f2d59fe
1886,Junior Mwanga,fr FRA,DF,Bordeaux,fr Ligue 1,18,2003,1.0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,1,0.0,Matches,ee158be5
1887,Enock Mwepu,zm ZAM,MF,Brighton,eng Premier League,23,1998,11.1,2,0,0,18,15,2,7,12,12,1,1,0,70,9,29,23.7,Matches,1d5cab82
1888,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,22,1999,11.7,0,0,0,13,9,0,41,16,15,1,0,0,64,10,12,45.5,Matches,30d4a2e5
1889,Joakim Mæhle,dk DEN,DFMF,Atalanta,it Serie A,24,1997,16.3,2,0,0,10,25,1,27,14,11,0,1,0,126,11,14,44.0,Matches,c459a650
1890,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,21,1999,31.7,3,0,0,42,14,4,12,48,34,0,1,1,211,112,66,62.9,Matches,441197b8
1891,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,25,1996,13.7,5,0,0,22,13,0,2,19,8,0,0,0,66,15,11,57.7,Matches,e50623a0
1892,Eric N'Jo,fr FRA,DF,Troyes,fr Ligue 1,17,2004,1.1,0,0,0,3,0,0,0,2,0,0,0,0,4,1,4,20.0,Matches,b85e57bb
1893,Vital N'Simba,cd COD,DF,Clermont Foot,fr Ligue 1,28,1993,31.0,4,0,0,28,49,0,111,29,45,0,0,0,241,14,21,40.0,Matches,249ac66d
1894,Nacho,es ESP,DF,Real Madrid,es La Liga,31,1990,17.3,7,0,0,15,13,0,11,34,14,0,0,0,95,28,19,59.6,Matches,2946f9a1
1895,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,28.5,4,0,0,44,31,1,0,60,35,0,1,0,176,67,32,67.7,Matches,a6b6fa6e
1896,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,27,1994,10.0,5,0,0,16,9,0,1,12,19,0,0,0,82,10,12,45.5,Matches,de5b5570
1897,Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,25,1995,16.9,4,0,0,27,33,12,65,9,21,0,0,0,86,44,49,47.3,Matches,95facda1
1898,Nani,pt POR,MFFW,Venezia,it Serie A,34,1986,3.2,1,0,0,2,8,0,14,2,1,0,0,0,20,5,3,62.5,Matches,15e9c7e6
1899,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22.0,1,0,0,0,3,0,0,0,0,0,0,0,14,3,1,75.0,Matches,2d70dbe5
1900,Nikolas Nartey,dk DEN,MFDF,Stuttgart,de Bundesliga,21,2000,4.5,1,0,0,11,5,1,6,7,3,0,0,0,23,10,2,83.3,Matches,30261ba1
1901,Matija Nastasić,rs SRB,DF,Fiorentina,it Serie A,28,1993,2.4,1,0,0,2,0,0,0,5,1,0,0,0,13,3,1,75.0,Matches,f35430a4
1902,Roberto Navarro,es ESP,MFFW,Real Sociedad,es La Liga,19,2002,2.2,0,0,0,3,2,1,2,2,3,0,0,0,15,1,6,14.3,Matches,c997b942
1903,Ximo Navarro,es ESP,DF,Alavés,es La Liga,31,1990,15.0,4,1,0,16,25,2,29,22,19,0,2,0,79,9,23,28.1,Matches,8db394aa
1904,Jesús Navas,es ESP,DF,Sevilla,es La Liga,35,1985,19.8,4,0,0,5,10,2,112,17,13,0,0,0,106,13,19,40.6,Matches,3f10bd22
1905,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,1986,20.6,0,1,0,1,1,0,0,0,0,0,0,0,36,2,0,100.0,Matches,ecada4fc
1906,Papa Ndiaga Yade,sn SEN,DFFW,Metz,fr Ligue 1,21,2000,7.7,3,0,0,8,7,0,31,10,10,0,0,0,54,3,5,37.5,Matches,87e9c7cd
1907,Wilfred Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,24,1996,18.0,4,0,0,30,22,1,1,42,32,0,2,0,165,42,32,56.8,Matches,6b47c5db
1908,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,24,1996,5.4,1,0,0,3,9,0,3,1,7,0,0,0,27,2,1,66.7,Matches,5cdddffa
1909,Tanguy Ndombele,fr FRA,MF,Lyon,fr Ligue 1,24,1996,7.8,3,0,0,13,19,0,2,3,14,0,0,0,41,6,4,60.0,Matches,5cdddffa
1910,Dan Ndoye,ch SUI,FWMF,Nice,fr Ligue 1,20,2000,2.3,0,0,0,3,2,1,1,0,0,0,0,0,9,2,8,20.0,Matches,8e697a8f
1911,Paul Nebel,de GER,MFFW,Mainz 05,de Bundesliga,18,2002,2.5,3,0,0,8,3,1,10,0,3,0,0,0,18,0,9,0.0,Matches,1b6d8083
1912,Álvaro Negredo,es ESP,FW,Cádiz,es La Liga,35,1985,24.0,3,0,0,16,34,11,15,2,3,1,1,0,40,114,111,50.7,Matches,63b0ca6b
1913,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,21,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,c5bdb6e3
1914,David Nemeth,at AUT,DF,Mainz 05,de Bundesliga,20,2001,3.5,0,0,0,1,1,0,0,6,2,0,0,0,16,10,7,58.8,Matches,da76715c
1915,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,31,1990,2.1,1,0,0,3,7,2,2,0,0,0,0,0,4,3,8,27.3,Matches,b1236c63
1916,Neto,br BRA,GK,Barcelona,es La Liga,32,1989,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches,a9dc785c
1917,Pedro Neto,pt POR,FWMF,Wolves,eng Premier League,21,2000,5.2,3,0,0,2,6,1,37,6,4,0,0,0,21,3,6,33.3,Matches,7ba2eaa9
1918,Luca Netz,de GER,DFFW,M'Gladbach,de Bundesliga,18,2003,15.5,1,0,0,7,11,2,35,13,11,0,0,0,72,7,12,36.8,Matches,e79269bd
1919,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,35,1986,27.9,0,0,0,0,1,0,0,0,1,0,0,0,85,5,2,71.4,Matches,8778c910
1920,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,24,1997,23.6,2,0,0,18,32,0,14,31,28,0,0,0,134,10,8,55.6,Matches,36a59ba4
1921,Carlos Neva,es ESP,DF,Granada,es La Liga,25,1996,23.4,1,0,0,8,22,0,84,32,19,0,0,0,111,20,31,39.2,Matches,8d47bb39
1922,Rúben Neves,pt POR,MF,Wolves,eng Premier League,24,1997,29.6,9,0,0,25,12,1,44,41,37,0,0,0,243,19,26,42.2,Matches,44bfb6c5
1923,Neymar,br BRA,FWMF,Paris S-G,fr Ligue 1,29,1992,20.6,10,0,0,31,70,11,64,4,19,1,0,0,84,5,4,55.6,Matches,69384e5d
1924,Yvan Neyou,cm CMR,MF,Saint-Étienne,fr Ligue 1,24,1997,10.4,4,1,1,17,20,0,4,23,13,0,0,0,79,6,8,42.9,Matches,0ad37003
1925,Jeremy Ngakia,eng ENG,DF,Watford,eng Premier League,20,2000,10.0,0,0,0,10,6,0,25,12,18,0,0,0,56,16,18,47.1,Matches,3631ad41
1926,Jessic Ngankam,de GER,FW,Greuther Fürth,de Bundesliga,21,2000,3.8,0,0,0,12,5,1,0,0,1,0,0,0,10,7,10,41.2,Matches,bc249af8
1927,Opa Nguette,sn SEN,FWMF,Metz,fr Ligue 1,27,1994,11.6,1,0,0,12,24,4,5,2,14,0,0,0,47,21,25,45.7,Matches,75a63397
1928,Aurélien Nguiamba,fr FRA,MF,Spezia,it Serie A,22,1999,0.6,1,0,0,1,0,0,0,0,2,0,0,0,6,0,3,0.0,Matches,de135234
1929,Sikou Niakaté,fr FRA,DF,Metz,fr Ligue 1,22,1999,7.3,2,0,0,10,5,0,1,27,7,0,0,1,50,11,5,68.8,Matches,8eef18aa
1930,Moussa Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,25,1996,28.5,1,0,0,30,23,3,16,50,23,0,1,0,207,56,27,67.5,Matches,00242715
1931,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,22,1999,17.6,2,1,0,14,24,11,7,3,1,0,0,0,50,65,79,45.1,Matches,46faabfa
1932,M'Baye Niang,sn SEN,FW,Bordeaux,fr Ligue 1,26,1994,8.6,3,0,0,23,19,8,3,1,0,0,0,0,18,28,36,43.8,Matches,2054d037
1933,Tanguy Nianzou,fr FRA,DF,Bayern Munich,de Bundesliga,19,2002,6.5,4,0,0,13,8,0,1,7,7,0,0,0,32,21,14,60.0,Matches,5853ac44
1934,Cheikh Niasse,sn SEN,FWMF,Lille,fr Ligue 1,21,2000,0.5,1,0,0,1,1,0,0,1,2,0,0,0,5,3,1,75.0,Matches,ff20acfe
1935,Florian Niederlechner,de GER,FW,Augsburg,de Bundesliga,30,1990,12.9,1,0,0,14,25,9,5,4,5,2,0,1,34,21,45,31.8,Matches,d6862409
1936,Håvard Nielsen,no NOR,MFFW,Greuther Fürth,de Bundesliga,28,1993,15.2,2,0,0,27,24,10,3,7,12,0,0,0,50,58,57,50.4,Matches,b18ef366
1937,Saúl Ñíguez,es ESP,DFMF,Chelsea,eng Premier League,26,1994,5.3,1,0,0,9,0,0,10,7,9,0,0,0,18,8,11,42.1,Matches,c14bc029
1938,Saúl Ñíguez,es ESP,FWMF,Atlético Madrid,es La Liga,26,1994,2.2,0,0,0,2,2,1,5,0,2,0,0,0,12,6,3,66.7,Matches,c14bc029
1939,Dimitris Nikolaou,gr GRE,DF,Spezia,it Serie A,22,1998,36.0,7,0,0,31,20,0,7,49,26,0,1,1,247,39,50,43.8,Matches,cf961d8d
1940,Joakim Nilsson,se SWE,DF,Arminia,de Bundesliga,27,1994,30.4,5,0,0,32,16,2,3,56,19,0,0,0,148,79,63,55.6,Matches,c562c5b4
1941,Casimir Ninga,td CHA,FW,Angers,fr Ligue 1,28,1993,4.5,2,0,0,11,13,3,3,1,1,0,0,0,20,2,15,11.8,Matches,91f2da4c
1942,Fernando Niño,es ESP,FW,Mallorca,es La Liga,20,2000,9.8,2,0,0,18,19,3,1,3,4,1,0,0,31,46,52,46.9,Matches,81d5c497
1943,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,22,1999,9.3,3,0,0,17,14,5,4,4,4,0,0,0,27,8,33,19.5,Matches,a53649b7
1944,Nicolas Nkoulou,cm CMR,DF,Watford,eng Premier League,31,1990,1.9,0,0,0,1,0,0,0,2,0,0,0,0,9,2,0,100.0,Matches,93cf32a8
1945,Christopher Nkunku,fr FRA,FWMF,RB Leipzig,de Bundesliga,23,1997,30.3,2,0,0,31,61,13,64,15,10,3,0,0,103,26,28,48.1,Matches,7c56da38
1946,Lukas Nmecha,de GER,FWMF,Wolfsburg,de Bundesliga,22,1998,18.1,5,0,0,31,29,6,21,4,5,1,0,0,47,33,32,50.8,Matches,0cc5f4a5
1947,Mark Noble,eng ENG,MF,West Ham,eng Premier League,34,1987,3.7,0,0,0,3,4,0,2,4,2,0,0,0,38,1,1,50.0,Matches,ff527768
1948,Peru Nolaskoain,es ESP,DF,Athletic Club,es La Liga,22,1998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches,857cb4f3
1949,Nolito,es ESP,MF,Celta Vigo,es La Liga,34,1986,15.4,2,0,0,21,11,6,18,9,15,0,1,0,75,12,13,48.0,Matches,b2d0ec1b
1950,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,23,1998,20.8,4,0,0,20,48,4,83,6,11,1,1,0,84,16,36,30.8,Matches,7b9a9e25
1951,Håvard Nordtveit,no NOR,DF,Hoffenheim,de Bundesliga,31,1990,3.4,1,0,0,2,4,0,1,10,6,0,0,0,24,5,7,41.7,Matches,6cafd68d
1952,Mathias Normann,no NOR,MF,Norwich City,eng Premier League,25,1996,18.3,6,0,0,37,28,1,34,19,21,0,1,0,106,27,15,64.3,Matches,8996350d
1953,Connor Noß,ie IRL,MF,M'Gladbach,de Bundesliga,20,2001,0.6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0.0,Matches,ccc6d365
1954,Hugo Novoa,es ESP,MFFW,RB Leipzig,de Bundesliga,18,2003,1.5,0,0,0,1,4,1,2,1,4,0,0,0,5,2,3,40.0,Matches,5458f670
1955,Soma Novothny,hu HUN,FWMF,Bochum,de Bundesliga,27,1994,0.9,0,0,0,2,2,0,0,0,1,1,0,0,2,2,7,22.2,Matches,6fb91ea9
1956,Jean-Pierre Nsame,cm CMR,FW,Venezia,it Serie A,28,1993,2.7,0,0,0,6,3,3,1,0,1,1,0,0,6,16,15,51.6,Matches,12e6d21a
1957,Randy Ntekja,fr FRA,FWMF,Rayo Vallecano,es La Liga,23,1997,16.2,2,0,0,41,24,3,9,8,13,2,0,0,56,61,67,47.7,Matches,a6103274
1958,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,24,1996,38.0,1,0,0,0,2,0,0,0,0,0,0,1,58,4,0,100.0,Matches,afb0c500
1959,Kasim Nuhu,gh GHA,DF,Hoffenheim,de Bundesliga,26,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches,93a50d2c
1960,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,24,1997,6.9,2,0,0,10,7,0,1,8,4,0,1,0,46,12,11,52.2,Matches,be170419
1961,Hans Nunoo Sarpei,gh GHA,DFMF,Greuther Fürth,de Bundesliga,22,1998,7.1,2,0,0,7,16,0,0,14,11,0,0,0,43,10,11,47.6,Matches,9593331d
1962,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,31,1990,22.6,2,0,0,16,4,0,6,22,24,0,0,0,101,33,29,53.2,Matches,e33f36d5
1963,Simeon Nwankwo,ng NGA,FW,Salernitana,it Serie A,29,1992,9.4,0,0,0,12,14,9,2,3,5,0,0,0,15,19,37,33.9,Matches,80dbbd10
1964,Gerzino Nyamsi,fr FRA,DF,Strasbourg,fr Ligue 1,24,1997,33.2,4,0,0,34,4,1,2,25,21,0,0,0,178,90,44,67.2,Matches,6043997c
1965,Allan Nyom,cm CMR,DF,Getafe,es La Liga,33,1988,2.7,1,0,0,1,3,0,3,2,1,0,0,0,12,4,2,66.7,Matches,97572117
1966,M'Bala Nzola,ao ANG,FW,Spezia,it Serie A,24,1996,11.9,2,0,0,30,7,14,4,0,2,0,1,0,24,28,48,36.8,Matches,a4948e67
1967,Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,27,1994,33.9,8,0,0,56,33,0,13,64,60,0,0,0,270,50,68,42.4,Matches,df0a4c90
1968,Adam Obert,sk SVK,DFMF,Cagliari,it Serie A,18,2002,3.0,0,0,0,6,0,0,2,4,5,0,0,0,13,3,7,30.0,Matches,aa25ce92
1969,Joel Obi,ng NGA,MFDF,Salernitana,it Serie A,30,1991,12.7,4,0,0,32,21,0,25,10,14,0,0,0,56,16,16,50.0,Matches,614c38fb
1970,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,28,1993,38.0,2,0,0,0,7,0,0,1,0,0,0,1,39,7,0,100.0,Matches,ee8508c0
1971,Lucas Ocampos,ar ARG,FW,Sevilla,es La Liga,27,1994,23.6,7,0,0,45,41,2,63,9,24,0,1,0,114,27,30,47.4,Matches,a08b974a
1972,Bastian Oczipka,de GER,DF,Union Berlin,de Bundesliga,32,1989,10.4,1,0,0,10,13,1,61,12,15,0,0,0,77,10,4,71.4,Matches,d1661819
1973,Brian Oddei,it ITA,FW,Sassuolo,it Serie A,18,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches,97e8ea97
1974,Álvaro Odriozola,es ESP,DF,Fiorentina,it Serie A,25,1995,19.3,4,1,0,15,12,1,52,8,15,1,1,0,88,1,18,5.3,Matches,1d1691ad
1975,Angelo Ogbonna,it ITA,DF,West Ham,eng Premier League,33,1988,10.2,1,0,0,5,3,0,0,11,4,0,0,0,45,27,12,69.2,Matches,74b2cd7e
1976,Florent Ogier,fr FRA,DF,Clermont Foot,fr Ligue 1,32,1989,27.0,6,0,0,18,13,0,2,37,17,0,1,0,134,67,51,56.8,Matches,6993927b
1977,Stefano Okaka,it ITA,FW,Udinese,it Serie A,31,1989,0.2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.0,Matches,601ef102
1978,David Okereke,ng NGA,FWMF,Venezia,it Serie A,23,1997,22.8,5,1,0,30,32,9,27,10,10,1,0,0,73,33,59,35.9,Matches,d125f22f
1979,Masaya Okugawa,jp JPN,MFFW,Arminia,de Bundesliga,25,1996,28.1,0,0,0,24,22,12,14,20,25,0,0,0,114,22,56,28.2,Matches,63b9cc6d
1980,Lucas Olaza,uy URU,DF,Elche,es La Liga,27,1994,3.3,1,0,0,3,4,0,16,4,3,0,0,0,25,1,2,33.3,Matches,4cee5954
1981,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,31,1989,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,b5bdf144
