Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
704,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,5,0,0,27,9,2,3,23,19,0,0,0,108,50,37,57.5,Matches,31c69ef1
705,Krépin Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,22,1999,3.2,0,0,0,3,8,0,3,1,2,0,0,0,13,12,4,75.0,Matches,8104e41e
706,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,0,0,0,5,0,0,0,0,2,0,0,0,12,1,0,100.0,Matches,bf309d24
707,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,4,0,0,22,33,4,11,8,17,0,0,0,108,4,40,9.1,Matches,407feb71
708,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,17a1299d
709,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,0,0,0,14,14,3,14,4,7,0,0,0,54,15,16,48.4,Matches,4a1a9578
710,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,5,0,0,15,4,0,13,17,15,0,0,0,71,29,31,48.3,Matches,3624ce4c
711,Daniel Didavi,de GER,MFFW,Stuttgart,de Bundesliga,31,1990,3.1,1,0,0,3,7,2,9,1,2,0,0,0,15,4,2,66.7,Matches,d3096421
712,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,21,2000,10.8,0,1,0,14,13,4,3,5,11,2,0,0,41,13,20,39.4,Matches,40774c6b
713,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,1,0,0,12,9,0,1,27,9,0,0,1,131,70,54,56.5,Matches,ac861941
714,Elhadji Dieye,sn SEN,FWMF,Saint-Étienne,fr Ligue 1,19,2002,0.4,0,0,0,1,2,1,1,1,2,0,0,0,4,1,1,50.0,Matches,6a04bb7c
715,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,2,0,0,18,16,3,101,23,10,0,0,0,77,23,20,53.5,Matches,1b84dbe1
716,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,4,0,0,15,9,0,71,14,19,0,0,1,83,24,16,60.0,Matches,1b84dbe1
717,Mitchell Dijks,nl NED,DFFW,Bologna,it Serie A,28,1993,7.7,2,0,0,10,10,0,28,3,6,0,0,0,44,9,4,69.2,Matches,0a3065c8
718,Javairô Dilrosun,nl NED,MFFW,Bordeaux,fr Ligue 1,23,1998,19.2,3,0,0,13,30,1,69,11,4,0,0,0,68,6,14,30.0,Matches,34a0f5ff
719,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,1.5,0,0,0,3,2,0,1,0,1,0,0,0,14,0,2,0.0,Matches,34a0f5ff
720,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,1,0,0,15,14,2,151,19,15,0,0,0,103,8,8,50.0,Matches,970b8574
721,Landry Dimata,be BEL,FWMF,Espanyol,es La Liga,23,1997,6.0,0,0,0,14,20,3,0,1,2,0,0,0,14,17,24,41.5,Matches,b5f63410
722,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,0,0,0,0,6,0,0,1,0,0,0,0,24,11,2,84.6,Matches,fc70e345
723,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,2,0,0,11,4,0,2,2,4,0,0,0,12,1,1,50.0,Matches,95bb6ddc
724,Tristan Dingomé,cm CMR,MFFW,Troyes,fr Ligue 1,30,1991,12.0,3,0,0,12,14,1,43,9,11,1,0,0,53,4,7,36.4,Matches,92b56413
725,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,2,0,0,5,3,0,0,12,3,0,0,1,34,16,5,76.2,Matches,6de23ab0
726,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,0,0,0,5,5,1,0,7,8,0,0,0,55,16,17,48.5,Matches,a712ca2b
727,Sofiane Diop,fr FRA,MFFW,Monaco,fr Ligue 1,21,2000,21.6,6,0,0,28,41,4,95,23,20,1,1,0,134,12,28,30.0,Matches,19053e31
728,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0.0,Matches,9b5237b1
729,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,0,0,0,0,1,0,1,0,1,0,0,0,5,1,0,100.0,Matches,7f622eef
730,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,5,0,0,43,13,3,1,26,27,0,1,0,183,71,43,62.3,Matches,ad82197c
731,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Matches,2110f96c
732,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,1,0,0,1,3,0,0,0,0,0,0,0,51,8,0,100.0,Matches,b6160ad0
733,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,4,0,0,23,22,1,11,24,39,0,0,2,190,23,31,42.6,Matches,b2336681
734,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,11,1,0,47,36,1,22,59,26,0,2,0,222,52,31,62.7,Matches,a4971d84
735,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,3,0,0,9,10,0,6,2,3,0,0,0,28,1,9,10.0,Matches,254147d4
736,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,6,1,1,25,7,1,17,34,29,0,3,0,113,45,41,52.3,Matches,933d3b51
737,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,10,1,1,44,28,2,15,61,37,0,2,0,142,71,29,71.0,Matches,43e7a164
738,Bryan Djile Nokoué,cm CMR,DFMF,Saint-Étienne,fr Ligue 1,19,2002,0.6,0,0,0,0,1,0,1,1,3,0,0,0,3,0,0,,Matches,75186a6a
739,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,6,0,0,21,14,1,11,31,24,0,1,1,144,57,27,67.9,Matches,6eee05f1
740,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,1,0,0,1,4,0,0,1,0,0,1,0,35,2,2,50.0,Matches,62124972
741,Naïs Djouahra,fr FRA,FWMF,Real Sociedad,es La Liga,21,1999,2.4,0,0,0,3,2,1,15,2,3,0,0,0,14,2,2,50.0,Matches,3594a357
742,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,100.0,Matches,ac295d9e
743,Lewis Dobbin,eng ENG,FWMF,Everton,eng Premier League,18,2003,0.4,1,0,0,1,1,0,0,0,1,0,0,0,4,0,6,0.0,Matches,e814e1cf
744,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,0,0,0,11,4,0,20,13,12,0,0,0,48,16,8,66.7,Matches,d557d734
745,Jeremy Doku,be BEL,FWMF,Rennes,fr Ligue 1,19,2002,5.2,2,0,0,9,15,0,13,3,5,0,0,0,38,2,5,28.6,Matches,fffea3e5
746,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,0,0,0,30,29,3,5,6,4,0,0,0,38,21,25,45.7,Matches,cc83b74d
747,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches,c9cb972b
748,Brandon Domingues,fr FRA,MFFW,Troyes,fr Ligue 1,21,2000,2.6,0,0,0,3,9,0,11,3,2,0,0,0,12,0,1,0.0,Matches,2a00c6c0
749,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,1,0,0,3,4,0,0,4,1,0,1,0,21,10,6,62.5,Matches,3521abfe
750,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches,d709cd5c
751,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,8,0,0,26,39,0,14,32,45,0,0,0,158,32,29,52.5,Matches,20b3a502
752,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,0,0,0,2,0,0,0,3,4,0,0,0,12,2,4,33.3,Matches,5e95c000
753,Lee Dongjun,kr KOR,MFFW,Hertha BSC,de Bundesliga,24,1997,1.3,0,0,0,3,3,1,2,2,1,0,0,0,3,0,2,0.0,Matches,96d0b6f0
754,Anastasios Donis,gr GRE,FWMF,Reims,fr Ligue 1,24,1996,4.1,0,1,0,9,3,8,24,0,7,0,0,0,11,2,5,28.6,Matches,0f26fd24
755,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17.0,3,0,0,0,2,0,0,0,0,0,0,0,25,3,0,100.0,Matches,08f5afaa
756,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,8,0,0,53,48,0,20,35,47,0,0,0,240,16,17,48.5,Matches,7f73bdf4
757,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,8,1,1,23,38,1,1,13,30,0,0,0,178,55,39,58.5,Matches,67ac5bb8
758,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,1992,22.3,4,0,0,25,38,15,60,5,17,1,0,0,97,7,15,31.8,Matches,a1dbfcb1
759,Lohann Doucet,fr FRA,MFDF,Nantes,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches,dff0c299
760,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,6,0,0,39,16,1,11,28,43,0,0,0,213,35,37,48.6,Matches,02b29014
761,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,7,1,0,42,24,0,6,68,43,0,0,0,218,22,20,52.4,Matches,ce4f40c7
762,Fodé Doucouré,ml MLI,DFFW,Reims,fr Ligue 1,20,2001,1.7,0,0,0,1,1,0,4,4,9,0,0,0,10,1,5,16.7,Matches,1bfe34dc
763,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,Matches,0512a60a
764,Kamory Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,18,2003,3.9,1,0,0,1,4,1,9,3,2,0,0,0,26,3,6,33.3,Matches,9226aa22
765,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,4,0.0,Matches,6481421d
766,Souleyman Doumbia,ci CIV,DFFW,Angers,fr Ligue 1,24,1996,24.7,10,1,0,22,25,1,69,39,20,0,2,0,127,14,16,46.7,Matches,9daeac61
767,Kieran Dowell,eng ENG,FWMF,Norwich City,eng Premier League,23,1997,10.1,0,0,0,19,4,0,38,7,7,0,0,0,37,8,28,22.2,Matches,2f6ec02a
768,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,0,1,0,1,0,0,0,1,0,0,0,0,9,0,0,,Matches,085e71a7
769,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,1,0,0,6,5,1,4,10,3,0,0,0,49,14,7,66.7,Matches,620922ed
770,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,1,0,0,3,4,0,0,13,4,0,0,0,28,7,7,50.0,Matches,620922ed
771,Cody Drameh,eng ENG,DFMF,Leeds United,eng Premier League,19,2001,1.4,1,0,0,2,0,0,2,1,2,0,0,0,3,1,1,50.0,Matches,e0d1510a
772,Julian Draxler,de GER,FWMF,Paris S-G,fr Ligue 1,27,1993,6.1,0,0,0,4,1,1,5,5,2,0,0,0,26,1,4,20.0,Matches,1a992676
773,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16.0,0,0,0,0,2,0,0,0,1,0,0,0,11,2,0,100.0,Matches,fbf83734
774,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,7,1,0,24,15,0,1,22,14,0,3,0,93,39,23,62.9,Matches,93090f69
775,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,5,0,0,26,4,2,0,24,8,0,0,0,98,67,35,65.7,Matches,aa0ac32d
776,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,12,1,1,45,40,2,119,57,47,1,1,0,163,54,37,59.3,Matches,1fe0492d
777,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,5,0,0,18,14,1,76,22,27,1,0,0,94,21,19,52.5,Matches,ff0ab48c
778,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26.0,1,0,0,0,6,0,0,0,1,0,0,0,19,4,1,80.0,Matches,3a949a25
779,Ondrej Duda,sk SVK,MFFW,Köln,de Bundesliga,26,1994,17.9,5,0,0,41,34,0,27,17,16,0,0,0,129,16,21,43.2,Matches,79ca3e23
780,Jeremy Dudziak,tn TUN,MFFW,Greuther Fürth,de Bundesliga,25,1995,12.6,1,0,0,11,24,3,34,10,6,2,0,0,55,9,19,32.1,Matches,5a8d6540
781,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,7,0,0,15,5,1,1,16,12,0,0,0,68,65,26,71.4,Matches,7314bba4
782,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,0,0,0,1,0,0,0,4,0,0,0,0,8,2,2,50.0,Matches,c261b5dd
783,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,3,0,0,32,37,4,36,9,12,2,1,0,89,43,32,57.3,Matches,481c9ece
784,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,2,0,0,3,3,0,3,3,3,0,0,0,5,5,2,71.4,Matches,3fe6bd8c
785,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,3,0,0,22,13,0,44,10,19,0,0,0,92,9,17,34.6,Matches,528492ea
786,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,3,1,0,9,4,0,3,27,8,0,0,0,170,81,37,68.6,Matches,282f75f3
787,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,1,0,0,2,7,0,14,10,7,0,0,0,25,3,8,27.3,Matches,cf623c78
788,Hugo Duro,es ESP,DFMF,Getafe,es La Liga,21,1999,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,66.7,Matches,37e103f8
789,Hugo Duro,es ESP,FWMF,Valencia,es La Liga,21,1999,20.4,3,1,1,29,44,7,12,4,19,2,1,0,64,39,68,36.4,Matches,37e103f8
790,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,24,1997,33.4,1,0,0,35,31,3,74,53,44,0,0,1,205,38,35,52.1,Matches,0cbc8baa
791,Paulo Dybala,ar ARG,FWMF,Juventus,it Serie A,27,1993,22.9,3,0,0,16,48,6,66,9,13,0,0,0,103,10,19,34.5,Matches,e0921a4f
792,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,2,0,0,27,39,5,35,4,8,2,0,0,81,84,74,53.2,Matches,3bb7f478
793,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,1,0,0,14,21,0,16,15,14,0,1,0,112,22,22,50.0,Matches,9ba7b4fa
794,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,1,1,0,22,4,1,28,16,12,0,0,0,61,15,18,45.5,Matches,6af30900
795,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37.0,3,0,0,1,4,0,0,0,1,0,1,0,43,10,3,76.9,Matches,3bb7b8b4
796,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,5,0,0,18,34,1,5,19,18,0,0,0,62,11,17,39.3,Matches,a9202def
797,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,4,0,0,25,6,4,7,0,10,0,0,0,62,38,45,45.8,Matches,0562b7f1
798,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches,d313e8ff
799,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,2,0,0,32,26,1,11,30,28,0,0,0,145,46,51,47.4,Matches,beb882a8
800,Lilian Egloff,de GER,MFDF,Stuttgart,de Bundesliga,18,2002,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,33.3,Matches,2f7fec15
801,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,2,0,0,15,16,0,17,9,18,0,0,0,45,13,5,72.2,Matches,76b2817e
802,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0,0,0,2,0,0,2,0,0,0,0,4,0,1,0.0,Matches,943b9602
803,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,11,1,1,31,39,0,2,29,28,0,0,0,144,24,17,58.5,Matches,f503ea63
804,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,1,1,0,18,31,12,4,6,10,2,1,0,66,26,33,44.1,Matches,5b92d896
805,Jurgen Ekkelenkamp,nl NED,MFFW,Hertha BSC,de Bundesliga,21,2000,8.0,1,0,0,11,5,0,3,4,3,0,0,0,48,9,17,34.6,Matches,73d6a176
806,Caleb Ekuban,gh GHA,FWMF,Genoa,it Serie A,27,1994,19.1,2,0,0,22,32,2,13,9,12,0,0,0,78,36,51,41.4,Matches,7afbd2c3
807,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,0,0,0,8,22,3,21,9,20,0,0,0,50,24,18,57.1,Matches,2fba6108
808,Alberth Elis,hn HON,FWMF,Bordeaux,fr Ligue 1,25,1996,15.7,2,0,0,22,23,9,28,7,10,1,0,0,46,26,41,38.8,Matches,104b4ad3
809,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,0,0,0,2,6,0,10,4,0,0,0,0,31,2,2,50.0,Matches,c8387671
810,Elif Elmas,mk MKD,FWMF,Napoli,it Serie A,21,1999,18.0,3,0,0,27,30,2,10,8,15,1,0,0,64,7,22,24.1,Matches,cf007308
811,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9.0,1,0,0,5,5,0,0,14,8,0,0,0,51,6,6,50.0,Matches,47a34c4f
812,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,3,1,0,18,22,2,5,29,14,0,1,0,123,54,23,70.1,Matches,f7dc2ae5
813,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,3,1,0,21,21,0,0,34,24,0,0,0,158,72,38,65.5,Matches,48035304
814,Sepe Elye Wahi,fr FRA,FW,Montpellier,fr Ligue 1,18,2003,19.8,2,0,0,18,26,21,11,4,10,2,0,0,46,13,60,17.8,Matches,0d7b6576
815,Mohamed Elyounoussi,no NOR,MFFW,Southampton,eng Premier League,26,1994,22.7,4,0,0,28,18,1,29,12,17,0,0,0,82,38,46,45.2,Matches,68dc0dac
816,Adri Embarba,es ESP,FWMF,Espanyol,es La Liga,29,1992,22.1,4,0,0,30,43,7,192,19,29,0,0,0,108,17,31,35.4,Matches,db8f0eba
817,Breel Embolo,ch SUI,FW,M'Gladbach,de Bundesliga,24,1997,24.1,3,0,0,41,71,20,2,6,11,2,0,0,57,35,64,35.4,Matches,0b4f388a
818,Emerson,br BRA,DFMF,Tottenham,eng Premier League,22,1999,25.4,5,0,0,28,45,2,74,22,47,0,0,0,152,33,42,44.0,Matches,df8b52a5
819,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,1.0,0,0,0,3,3,0,2,2,3,0,0,0,2,0,1,0.0,Matches,df8b52a5
820,Renaud Emond,be BEL,FWMF,Nantes,fr Ligue 1,29,1991,2.1,0,0,0,3,3,0,0,0,0,0,0,0,9,5,17,22.7,Matches,5c9ac7f0
821,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,1,0,0,11,10,18,5,4,5,1,0,0,28,45,51,46.9,Matches,04e17fd5
822,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,0.6,0,0,0,0,2,1,3,0,1,0,0,0,4,0,2,0.0,Matches,1a83027b
823,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,4,0,0,30,61,1,7,30,41,0,0,0,226,75,38,66.4,Matches,c149016b
824,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,1,0,0,5,3,0,86,9,6,0,0,0,69,5,6,45.5,Matches,980522ec
825,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,5,0,0,28,20,0,2,28,16,2,2,0,134,55,40,57.9,Matches,0fee6bda
826,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches,3f79a1c8
827,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,8,1,1,25,23,3,3,21,14,1,0,0,93,34,23,59.6,Matches,3f79a1c8
828,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,3.2,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches,67669ce7
829,Sergio Escudero,es ESP,DFMF,Granada,es La Liga,31,1989,15.9,6,0,0,14,20,5,30,26,24,0,1,0,90,33,36,47.8,Matches,b0616e3d
830,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,6,0,0,50,43,6,150,54,63,0,1,0,278,46,54,46.0,Matches,db001fa9
831,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches,83e0eeb4
832,Estanis,es ESP,FW,Barcelona,es La Liga,17,2003,0.1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0.0,Matches,ace50e9f
833,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,19,2002,20.6,2,0,0,10,6,0,0,22,18,0,0,0,92,32,27,54.2,Matches,1a066e69
834,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,23,1998,17.5,3,0,0,24,11,11,73,25,22,0,1,0,126,23,19,54.8,Matches,d38fdf53
835,Oghenekaro Etebo,ng NGA,MF,Watford,eng Premier League,25,1995,4.5,3,0,0,8,3,0,2,5,8,0,0,0,31,3,1,75.0,Matches,b579e83d
836,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,15.0,3,0,0,15,11,0,3,20,14,0,0,0,105,48,17,73.8,Matches,f8fcd2a5
837,Eberechi Eze,eng ENG,MFFW,Crystal Palace,eng Premier League,23,1998,6.7,1,0,0,5,12,0,27,5,6,0,0,0,38,7,13,35.0,Matches,ae4fc6a4
838,Abdessamad Ezzalzouli,ma MAR,FW,Barcelona,es La Liga,19,2001,6.4,4,0,0,17,15,2,15,9,9,0,0,0,29,3,7,30.0,Matches,bed68338
839,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,36,1985,37.0,2,0,0,1,7,0,0,0,0,0,1,0,21,11,0,100.0,Matches,9328b835
840,Fabinho,br BRA,MF,Liverpool,eng Premier League,27,1993,25.7,7,0,0,40,28,0,6,39,25,0,0,0,193,43,24,64.2,Matches,7f3b388c
841,Fábio,br BRA,DF,Nantes,fr Ligue 1,31,1990,18.5,8,1,0,30,19,1,35,35,40,0,2,0,107,30,30,50.0,Matches,bc7b4580
842,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,34,1987,0.4,0,0,0,1,2,0,5,1,0,0,0,0,4,0,0,,Matches,33508c78
843,Wout Faes,be BEL,DF,Reims,fr Ligue 1,23,1998,37.0,2,0,0,21,24,0,3,53,24,0,2,0,199,38,32,54.3,Matches,9c221d14
844,Wahidullah Faghir,dk DEN,FW,Stuttgart,de Bundesliga,18,2003,1.4,0,0,0,0,3,2,0,0,0,0,0,0,2,4,4,50.0,Matches,93c9e7d9
845,Romain Faivre,fr FRA,FWMF,Lyon,fr Ligue 1,23,1998,9.9,0,0,0,14,17,1,61,3,4,0,0,0,55,2,1,66.7,Matches,745ca0a3
846,Romain Faivre,fr FRA,MF,Brest,fr Ligue 1,23,1998,19.9,1,0,0,15,27,1,115,13,18,0,0,0,110,6,14,30.0,Matches,745ca0a3
847,Radamel Falcao,co COL,FW,Rayo Vallecano,es La Liga,35,1986,9.3,1,0,0,17,18,15,4,2,1,0,0,0,17,27,33,45.0,Matches,66116290
848,Diego Falcinelli,it ITA,FW,Bologna,it Serie A,30,1991,0.7,0,0,0,2,4,0,0,1,2,0,0,0,5,5,6,45.5,Matches,a39b9ef6
849,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,26,1995,9.5,2,0,0,0,1,0,0,1,0,0,0,0,8,3,0,100.0,Matches,9f5a610b
850,Fali,es ESP,DFMF,Cádiz,es La Liga,27,1993,20.0,6,0,0,19,11,0,11,24,19,0,0,0,110,31,26,54.4,Matches,72a84002
851,Paolo Faragò,it ITA,MF,Cagliari,it Serie A,28,1993,0.2,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,50.0,Matches,9085dd7c
852,Omar Faraj,se SWE,FW,Levante,es La Liga,19,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches,de627c8a
853,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,29,1991,28.6,8,1,1,27,34,5,82,23,40,0,1,0,193,45,50,47.4,Matches,aae9d04a
854,Mohamed Fares,dz ALG,DFFW,Genoa,it Serie A,25,1996,6.5,2,0,0,10,6,0,24,8,2,0,0,0,43,9,14,39.1,Matches,b7a5bc86
855,Diego Farias,br BRA,MFFW,Cagliari,it Serie A,31,1990,0.7,0,0,0,0,0,0,2,0,1,0,0,0,5,1,2,33.3,Matches,157d29b6
856,Wuilker Faríñez,ve VEN,GK,Lens,fr Ligue 1,23,1998,12.3,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,100.0,Matches,2c127b6f
857,Ömer Faruk Beyaz,tr TUR,DFMF,Stuttgart,de Bundesliga,17,2003,0.8,0,0,0,0,0,0,2,2,3,0,0,0,5,0,1,0.0,Matches,8307b663
858,Noah Fatar,fr FRA,DFMF,Angers,fr Ligue 1,19,2002,0.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Matches,2693f6bc
859,Ansu Fati,es ESP,FW,Barcelona,es La Liga,18,2002,3.7,0,0,0,9,12,3,3,1,2,1,0,0,10,1,3,25.0,Matches,0ba976e4
860,Julien Faussurier,fr FRA,MFDF,Brest,fr Ligue 1,34,1987,5.4,1,0,0,5,7,5,38,5,6,0,0,0,36,5,5,50.0,Matches,767212e6
861,Andrea Favilli,it ITA,FW,Genoa,it Serie A,24,1997,0.4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,Matches,44510fde
862,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,34,1987,15.9,3,1,1,16,15,1,6,27,11,0,2,0,84,54,22,71.1,Matches,4e358a2d
863,Aleix Febas,es ESP,MF,Mallorca,es La Liga,25,1996,1.3,1,0,0,2,5,0,0,0,1,0,0,0,9,1,2,33.3,Matches,38126309
