Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
1654,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,20-358,2002,0.7,0,2,0,0.0,2.73,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,46750e9c
1655,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,35-153,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cee31595
1656,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,28-142,1994,16.9,0,26,7,26.9,1.54,0.41,0.00,0.00,22.6,0,0,0,1.7,1.7,0.06,-1.7,-1.7,Matches,90f91999
1657,Scott McKenna,sct SCO,DF,Nott'ham Forest,eng Premier League,26-117,1996,16.2,0,2,0,0.0,0.12,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,4e5a4cbc
1658,Weston McKennie,us USA,MF,Leeds United,eng Premier League,24-193,1998,5.2,0,3,0,0.0,0.58,0.00,0.00,,12.0,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,01c3aff5
1659,Weston McKennie,us USA,MFDF,Juventus,it Serie A,24-193,1998,11.7,1,8,4,50.0,0.68,0.34,0.13,0.25,10.1,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches,01c3aff5
1660,Dwight McNeil,eng ENG,FWMF,Everton,eng Premier League,23-107,1999,15.8,2,21,4,19.0,1.33,0.25,0.10,0.50,19.1,1,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches,fc15fb84
1661,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,26-091,1996,9.1,0,7,3,42.9,0.77,0.33,0.00,0.00,14.2,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches,d93c2511
1662,Gary Medel,cl CHI,MFDF,Bologna,it Serie A,35-218,1987,14.4,0,2,0,0.0,0.14,0.00,0.00,,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,563a68ad
1663,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,23-285,1999,21.9,1,12,2,16.7,0.55,0.09,0.08,0.50,14.8,0,0,0,2.0,2.0,0.17,-1.0,-1.0,Matches,6f5ec8bb
1664,Ben Mee,eng ENG,DF,Brentford,eng Premier League,33-169,1989,22.4,3,16,4,25.0,0.71,0.18,0.19,0.75,9.8,0,0,0,1.8,1.8,0.11,+1.2,+1.2,Matches,8df7a2fb
1665,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,21-262,2001,6.8,0,2,0,0.0,0.30,0.00,0.00,,9.7,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches,04ac78d2
1666,Soualiho Meïté,fr FRA,MF,Cremonese,it Serie A,28-357,1994,14.3,0,11,1,9.1,0.77,0.07,0.00,0.00,23.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,5cec2c74
1667,Farid El Melali,dz ALG,FWDF,Angers,fr Ligue 1,25-308,1997,5.0,0,8,2,25.0,1.60,0.40,0.00,0.00,18.8,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,d21e361a
1668,Gonzalo Melero,es ESP,MF,Almería,es La Liga,29-066,1994,12.0,2,14,6,42.9,1.16,0.50,0.14,0.33,16.1,0,0,0,1.5,1.5,0.11,+0.5,+0.5,Matches,3902e91b
1669,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,28-082,1994,6.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,70c52749
1670,Memphis,nl NED,FW,Barcelona,es La Liga,29-024,1994,1.3,1,6,3,50.0,4.74,2.37,0.17,0.33,11.6,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches,8f696594
1671,Memphis,nl NED,FW,Atlético Madrid,es La Liga,29-024,1994,1.5,3,4,3,75.0,2.69,2.01,0.75,1.00,16.6,0,0,0,1.1,1.1,0.27,+1.9,+1.9,Matches,8f696594
1672,Houboulang Mendes,fr FRA,DF,Almería,es La Liga,24-309,1998,8.2,0,1,0,0.0,0.12,0.00,0.00,,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,1545cf15
1673,Nuno Mendes,pt POR,DFMF,Paris S-G,fr Ligue 1,20-263,2002,12.1,1,6,5,83.3,0.49,0.41,0.17,0.20,11.5,0,0,0,0.7,0.7,0.11,+0.3,+0.3,Matches,f20e4cc9
1674,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,30-359,1992,17.7,1,12,3,25.0,0.68,0.17,0.08,0.33,26.4,2,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches,c6e5d20f
1675,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,26-061,1997,19.3,7,44,15,34.1,2.28,0.78,0.16,0.47,20.4,7,0,0,4.6,4.6,0.10,+2.4,+2.4,Matches,c9e39d91
1676,Diego Méndez,es ESP,MF,Rayo Vallecano,es La Liga,19-192,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b151a3f2
1677,Antoine Mendy,fr FRA,DF,Nice,fr Ligue 1,18-286,2004,1.9,0,5,2,40.0,2.65,1.06,0.00,0.00,14.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,3322e296
1678,Arial Mendy,sn SEN,DF,Clermont Foot,fr Ligue 1,28-122,1994,2.5,0,2,0,0.0,0.81,0.00,0.00,,20.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,9f0f4b49
1679,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,23-056,2000,21.0,0,9,0,0.0,0.43,0.00,0.00,,22.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches,e472a6f6
1680,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,31-008,1992,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,33887998
1681,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,27-274,1995,12.5,0,1,0,0.0,0.08,0.00,0.00,,7.3,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matches,3cefcaef
1682,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,30-259,1992,6.1,1,2,1,50.0,0.33,0.17,0.50,1.00,21.1,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches,1598599e
1683,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,24-234,1998,16.9,0,2,1,50.0,0.12,0.06,0.00,0.00,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches,9bdd8118
1684,Chris Mepham,wls WAL,DF,Bournemouth,eng Premier League,25-124,1997,19.4,0,6,2,33.3,0.31,0.10,0.00,0.00,11.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,fed96827
1685,Jorge Meré,es ESP,DF,Cádiz,es La Liga,25-326,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9f979eb2
1686,Alex Meret,it ITA,GK,Napoli,it Serie A,25-352,1997,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9413b19f
1687,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,26-260,1996,16.8,1,29,12,41.4,1.73,0.71,0.03,0.08,17.7,0,0,1,3.0,2.2,0.08,-2.0,-1.2,Matches,d080ed5e
1688,Quentin Merlin,fr FRA,DF,Nantes,fr Ligue 1,20-297,2002,14.1,0,12,3,25.0,0.85,0.21,0.00,0.00,24.0,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,0bfca6a1
1689,Yıldırım Mert Çetin,tr TUR,DF,Lecce,it Serie A,26-067,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c730da00
1690,Roque Mesa,es ESP,MF,Valladolid,es La Liga,33-275,1989,13.4,2,19,8,42.1,1.42,0.60,0.11,0.25,27.5,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches,7c4243d4
1691,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,23-007,2000,25.0,0,1,1,100.0,0.04,0.04,0.00,0.00,9.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches,6b625ac2
1692,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,35-258,1987,20.5,13,91,41,45.1,4.43,2.00,0.14,0.32,17.5,15,0,0,12.7,12.7,0.14,+0.3,+0.3,Matches,d70ce98e
1693,Junior Messias,br BRA,FWDF,Milan,it Serie A,31-300,1991,12.3,4,24,9,37.5,1.96,0.73,0.17,0.44,17.7,0,0,0,1.9,1.9,0.08,+2.1,+2.1,Matches,f49c4ae9
1694,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,31-178,1991,6.3,0,4,0,0.0,0.64,0.00,0.00,,26.5,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches,e162b013
1695,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31-330,1991,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b56dd813
1696,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,32-237,1990,3.6,3,7,2,28.6,1.96,0.56,0.29,1.00,26.6,0,1,1,1.0,0.3,0.04,+2.0,+1.7,Matches,1e274a0a
1697,Alexander Mighten,eng ENG,FW,Nott'ham Forest,eng Premier League,20-332,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,10ec4169
1698,Tommaso Milanese,it ITA,MF,Cremonese,it Serie A,20-221,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,b2561711
1699,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,25-148,1997,15.7,2,13,3,23.1,0.83,0.19,0.15,0.67,8.7,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matches,bee704fc
1700,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29-009,1994,11.0,6,29,16,55.2,2.65,1.46,0.21,0.38,13.9,1,0,0,4.2,4.2,0.15,+1.8,+1.8,Matches,85613cf0
1701,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,29-009,1994,1.4,0,1,0,0.0,0.70,0.00,0.00,,7.8,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches,85613cf0
1702,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,28-010,1995,21.3,4,37,9,24.3,1.73,0.42,0.11,0.44,19.0,4,0,0,2.9,2.9,0.08,+1.1,+1.1,Matches,4e6dbac4
1703,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26-017,1997,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,9fa26bc2
1704,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25-050,1998,17.5,3,15,5,33.3,0.86,0.29,0.20,0.60,15.9,0,0,0,1.3,1.3,0.08,+1.7,+1.7,Matches,2784f898
1705,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,31-336,1991,3.3,0,5,0,0.0,1.54,0.00,0.00,,25.4,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,2ce2508a
1706,Luis Milla,es ESP,MF,Getafe,es La Liga,28-153,1994,14.0,0,4,1,25.0,0.29,0.07,0.00,0.00,26.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,19c36442
1707,Pere Milla,es ESP,FWMF,Elche,es La Liga,30-167,1992,13.4,6,21,4,19.0,1.57,0.30,0.14,0.75,15.4,1,3,3,4.5,2.1,0.10,+1.5,+0.9,Matches,335039a2
1708,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,20-235,2002,4.1,0,7,4,57.1,1.70,0.97,0.00,0.00,17.0,1,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches,f76022e7
1709,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,37-064,1986,7.7,0,6,1,16.7,0.78,0.13,0.00,0.00,16.2,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches,2f90f6b8
1710,Marko Milovanović,rs SRB,FW,Almería,es La Liga,19-217,2003,0.2,0,1,0,0.0,6.00,0.00,0.00,,9.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,1fda2b14
1711,Kim Min-jae,kr KOR,DF,Napoli,it Serie A,26-114,1996,23.5,2,8,3,37.5,0.34,0.13,0.25,0.67,6.6,0,0,0,1.0,1.0,0.12,+1.0,+1.0,Matches,e0f8151c
1712,Yerry Mina,co COL,DF,Everton,eng Premier League,28-167,1994,2.6,1,3,2,66.7,1.15,0.77,0.33,0.50,12.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches,6d5701f2
1713,Takumi Minamino,jp JPN,MFFW,Monaco,fr Ligue 1,28-052,1995,5.3,1,10,5,50.0,1.87,0.94,0.10,0.20,14.4,1,0,0,1.0,1.0,0.10,0.0,0.0,Matches,f833a830
1714,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,29-361,1993,22.0,0,1,0,0.0,0.05,0.00,0.00,,19.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,8397a50c
1715,Óscar Mingueza,es ESP,DF,Celta Vigo,es La Liga,23-300,1999,12.7,0,5,0,0.0,0.39,0.00,0.00,,11.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,056269d7
1716,Rafa Mir,es ESP,FW,Sevilla,es La Liga,25-264,1997,9.0,3,33,9,27.3,3.65,1.00,0.09,0.33,13.5,0,0,0,4.7,4.7,0.15,-1.7,-1.7,Matches,bbf5c11b
1717,Aleksei Miranchuk,ru RUS,MF,Torino,it Serie A,27-143,1995,15.9,4,28,10,35.7,1.76,0.63,0.14,0.40,19.7,1,0,0,2.3,2.3,0.08,+1.7,+1.7,Matches,a9aa0d1d
1718,Juan Miranda,es ESP,DFFW,Betis,es La Liga,23-049,2000,5.0,1,4,2,50.0,0.80,0.40,0.25,0.50,23.0,1,0,0,0.6,0.6,0.14,+0.4,+0.4,Matches,ead61f73
1719,Fabio Miretti,it ITA,MFFW,Juventus,it Serie A,19-218,2003,9.2,0,17,5,29.4,1.85,0.54,0.00,0.00,18.0,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches,34693494
1720,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,23-189,1999,19.1,0,3,1,33.3,0.16,0.05,0.00,0.00,11.3,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,5cbd1eb0
1721,Kaoru Mitoma,jp JPN,FWMF,Brighton,eng Premier League,25-293,1997,12.2,6,20,12,60.0,1.63,0.98,0.30,0.50,11.8,0,0,0,3.0,3.0,0.15,+3.0,+3.0,Matches,74618572
1722,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28-174,1994,19.1,11,77,25,32.5,4.02,1.31,0.10,0.32,15.0,0,3,6,12.2,7.5,0.10,-1.2,+0.5,Matches,3925dbd6
1723,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,32-291,1990,11.6,0,1,0,0.0,0.09,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,e6777e6b
1724,Maximilian Mittelstädt,de GER,DF,Hertha BSC,de Bundesliga,25-356,1997,6.1,0,4,0,0.0,0.65,0.00,0.00,,25.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,88d4144a
1725,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34-047,1989,16.1,3,20,4,20.0,1.24,0.25,0.15,0.75,19.6,0,0,0,1.6,1.6,0.08,+1.4,+1.4,Matches,dd0daf32
1726,Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34-329,1988,8.5,2,21,9,42.9,2.46,1.05,0.10,0.22,10.8,0,0,0,4.3,4.3,0.21,-2.3,-2.3,Matches,34e4343c
1727,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37-181,1985,14.0,4,23,5,21.7,1.64,0.36,0.13,0.60,19.2,1,1,1,4.0,3.2,0.14,0.0,-0.2,Matches,6025fab1
1728,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23-288,1999,4.5,2,7,4,57.1,1.54,0.88,0.29,0.50,14.5,0,0,0,1.7,1.7,0.24,+0.3,+0.3,Matches,065dc209
1729,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23-288,1999,15.4,12,33,18,54.5,2.14,1.17,0.33,0.61,13.6,0,1,2,7.3,5.7,0.17,+4.7,+5.3,Matches,065dc209
1730,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25-101,1997,14.9,5,35,11,31.4,2.35,0.74,0.14,0.45,14.9,0,0,0,3.8,3.8,0.11,+1.2,+1.2,Matches,595e6f3e
1731,Tobias Mohr,de GER,DFMF,Schalke 04,de Bundesliga,27-197,1995,8.2,0,10,0,0.0,1.22,0.00,0.00,,19.6,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,9ec9c8b6
1732,Johan Mojica,co COL,DF,Villarreal,es La Liga,30-200,1992,6.3,0,1,1,100.0,0.16,0.16,0.00,0.00,20.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,608f2092
1733,Johan Mojica,co COL,DFMF,Elche,es La Liga,30-200,1992,3.0,0,3,0,0.0,1.00,0.00,0.00,,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,608f2092
1734,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,21-359,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,29ddfb9c
1735,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24-337,1998,18.3,0,10,1,10.0,0.55,0.05,0.00,0.00,19.6,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,23610943
1736,Salvatore Molina,it ITA,DF,Monza,it Serie A,31-067,1992,2.5,0,1,0,0.0,0.39,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,54ab971f
1737,Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,31-110,1991,5.2,1,7,3,42.9,1.35,0.58,0.14,0.33,23.6,2,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,7e82a78f
1738,Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,31-110,1991,4.6,1,11,1,9.1,2.41,0.22,0.09,1.00,22.1,2,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches,7e82a78f
1739,Jon Moncayola,es ESP,MFDF,Osasuna,es La Liga,24-300,1998,17.4,0,29,6,20.7,1.67,0.35,0.00,0.00,24.4,0,0,0,1.2,1.2,0.04,-1.2,-1.2,Matches,9939e168
1740,Monchu,es ESP,MF,Valladolid,es La Liga,23-177,1999,13.4,1,20,4,20.0,1.49,0.30,0.05,0.25,26.1,3,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches,8ac501f5
1741,César Montes,mx MEX,DF,Espanyol,es La Liga,26-013,1997,5.5,0,2,0,0.0,0.36,0.00,0.00,,12.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,28e957d7
1742,Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,19-356,2003,2.6,0,7,1,14.3,2.73,0.39,0.00,0.00,13.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matches,ca73910d
1743,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,26-067,1997,10.6,0,6,1,16.7,0.57,0.09,0.00,0.00,11.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,374d5158
1744,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27-017,1996,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c1d95617
1745,Martín Montoya,es ESP,DF,Betis,es La Liga,31-329,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5cec2487
1746,Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,30-213,1992,12.4,4,17,6,35.3,1.37,0.48,0.24,0.67,11.0,0,0,0,3.2,3.2,0.19,+0.8,+0.8,Matches,01ce9e70
1747,Andrew Moran,ie IRL,FW,Brighton,eng Premier League,19-145,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c4720845
1748,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30-137,1992,14.4,9,46,22,47.8,3.20,1.53,0.20,0.41,13.0,0,0,0,7.2,7.2,0.16,+1.8,+1.8,Matches,129af0db
1749,Jon Morcillo,es ESP,FWMF,Athletic Club,es La Liga,24-175,1998,0.8,0,1,0,0.0,1.18,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches,b7d7f3bf
1750,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30-247,1992,9.2,0,8,1,12.5,0.87,0.11,0.00,0.00,22.0,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,11b9265b
1751,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29-274,1993,4.7,0,6,1,16.7,1.28,0.21,0.00,0.00,19.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,16e9d0ea
1752,Álex Moreno,es ESP,DF,Betis,es La Liga,29-274,1993,15.0,0,13,4,30.8,0.87,0.27,0.00,0.00,17.9,0,0,0,1.3,1.3,0.10,-1.3,-1.3,Matches,16e9d0ea
1753,Diego Moreno,es ESP,DF,Osasuna,es La Liga,21-261,2001,5.9,0,5,1,20.0,0.85,0.17,0.00,0.00,20.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches,a21417e2
1754,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30-336,1992,10.5,6,30,13,43.3,2.85,1.24,0.17,0.38,15.6,0,1,2,6.9,5.3,0.18,-0.9,-0.3,Matches,81f0781e
1755,Marlos Moreno,co COL,MFDF,Troyes,fr Ligue 1,26-170,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,8499c713
1756,Tete Morente,es ESP,MFDF,Elche,es La Liga,26-095,1996,10.5,0,14,3,21.4,1.33,0.29,0.00,0.00,17.6,0,0,0,1.5,1.5,0.11,-1.5,-1.5,Matches,004d185e
1757,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,20-049,2003,8.2,0,15,4,26.7,1.84,0.49,0.00,0.00,20.0,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,f4c69aa6
1758,Manu Morlanes,es ESP,MF,Villarreal,es La Liga,24-056,1999,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a0255c67
1759,Manu Morlanes,es ESP,MFDF,Mallorca,es La Liga,24-056,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a0255c67
1760,Nikola Moro,hr CRO,MF,Bologna,it Serie A,24-362,1998,6.0,0,8,1,12.5,1.33,0.17,0.00,0.00,26.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,ff579c7e
1761,Loren Morón,es ESP,FW,Betis,es La Liga,29-069,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3aa4a3be
1762,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18-255,2004,1.6,0,2,0,0.0,1.24,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,dc1ce4f5
1763,Dany Mota,pt POR,FWMF,Monza,it Serie A,24-311,1998,12.7,3,16,5,31.3,1.26,0.39,0.19,0.60,10.6,0,0,0,3.7,3.7,0.23,-0.7,-0.7,Matches,efc9e31f
1764,Lebo Mothiba,za RSA,FWMF,Strasbourg,fr Ligue 1,27-040,1996,3.0,2,6,2,33.3,2.01,0.67,0.33,1.00,13.3,0,0,0,0.8,0.8,0.13,+1.2,+1.2,Matches,3eaf8817
1765,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18-109,2004,10.5,6,29,16,55.2,2.75,1.52,0.21,0.38,15.6,0,0,0,5.3,5.3,0.18,+0.7,+0.7,Matches,6ce43701
1766,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28-161,1994,7.0,4,26,7,26.9,3.71,1.00,0.12,0.43,14.9,0,1,1,4.1,3.3,0.14,-0.1,-0.3,Matches,19ba6c6d
1767,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,24-058,1999,18.1,3,32,9,28.1,1.77,0.50,0.09,0.33,19.5,2,0,0,1.9,1.9,0.06,+1.1,+1.1,Matches,9674002f
1768,Lucas Moura,br BRA,MFDF,Tottenham,eng Premier League,30-208,1992,1.3,0,1,0,0.0,0.80,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches,2b622f01
1769,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,28-040,1995,7.8,1,20,7,35.0,2.58,0.90,0.05,0.14,12.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches,71d10572
1770,João Moutinho,pt POR,MF,Wolves,eng Premier League,36-182,1986,17.4,0,14,2,14.3,0.80,0.11,0.00,0.00,19.4,3,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches,f5a00fa4
1771,João Moutinho,pt POR,DFFW,Spezia,it Serie A,25-056,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a0aee24e
1772,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26-209,1996,16.5,0,17,4,23.5,1.03,0.24,0.00,0.00,17.2,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches,af0c835b
1773,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18-135,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,92868cb5
1774,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22-063,2001,2.0,0,3,0,0.0,1.48,0.00,0.00,,18.3,0,0,0,0.4,0.4,0.15,-0.4,-0.4,Matches,049a888d
1775,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25-128,1997,12.6,0,11,2,18.2,0.87,0.16,0.00,0.00,11.8,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches,ac73ec79
1776,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,23-340,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,1295552e
1777,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,25-116,1997,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,cbac6ec9
1778,Thomas Müller,de GER,FWMF,Bayern Munich,de Bundesliga,33-177,1989,11.0,4,27,16,59.3,2.44,1.45,0.15,0.25,12.7,0,0,0,5.4,5.4,0.20,-1.4,-1.4,Matches,3c6089ab
1779,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24-276,1998,3.1,0,3,1,33.3,0.95,0.32,0.00,0.00,13.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,5487adcd
1780,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26-260,1996,18.5,5,41,13,31.7,2.21,0.70,0.12,0.38,17.5,0,0,0,5.7,5.7,0.14,-0.7,-0.7,Matches,2acf0cd7
