Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,-9999
146,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22-260,2000,2.2,3,1.39,3,0,0,0,0,0,1,0.46,1,0,0,0,0,0,Matches,b026bbf6
147,Youcef Atal,dz ALG,DFMF,Nice,fr Ligue 1,26-296,1996,7.1,26,3.67,19,0,3,2,2,0,2,0.28,1,0,1,0,0,0,Matches,6a827d8e
148,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17-196,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6b5edd5d
149,Pierre-Emerick Aubameyang,ga GAB,FW,Chelsea,eng Premier League,33-264,1989,4.9,6,1.22,4,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,d5dd5f1f
150,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,33-264,1989,0.1,1,10.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,d5dd5f1f
151,Emil Audero,it ITA,GK,Sampdoria,it Serie A,26-050,1997,25.0,5,0.20,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,649b01d8
152,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,28-191,1994,21.2,43,2.02,36,4,1,1,0,1,4,0.19,4,0,0,0,0,0,Matches,3cd3b384
153,Ludwig Augustinsson,se SWE,DF,Aston Villa,eng Premier League,28-322,1994,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9fec8860
154,Ludwig Augustinsson,se SWE,DF,Mallorca,es La Liga,28-322,1994,0.9,2,2.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9fec8860
155,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,30-075,1992,13.9,20,1.44,17,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,5c2b4f07
156,Mathias Autret,fr FRA,MFFW,Auxerre,fr Ligue 1,32-008,1991,14.0,52,3.72,33,12,3,3,0,1,7,0.50,3,2,0,2,0,0,Matches,7dfbba27
157,Ezequiel Ávila,ar ARG,FWMF,Osasuna,es La Liga,29-031,1994,14.9,36,2.43,26,1,2,4,2,1,2,0.13,1,0,0,1,0,0,Matches,253a06b9
158,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,36-179,1986,15.2,3,0.20,1,1,0,1,0,0,1,0.07,0,0,0,1,0,0,Matches,a94d93be
159,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,25-209,1997,8.1,17,2.10,12,0,1,1,2,1,1,0.12,0,0,0,1,0,0,Matches,e5478b87
160,Mehmet-Can Aydin,de GER,DF,Schalke 04,de Bundesliga,21-028,2002,4.3,8,1.87,5,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,fe46e261
161,André Ayew,gh GHA,FW,Nott'ham Forest,eng Premier League,33-082,1989,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5dbefa9d
162,Jordan Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,31-179,1991,19.5,51,2.62,34,0,6,4,4,3,3,0.15,1,0,0,1,1,0,Matches,da052c14
163,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,28-119,1994,6.1,5,0.83,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,2200181e
164,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,31-196,1991,11.8,21,1.78,19,0,0,1,1,0,1,0.08,1,0,0,0,0,0,Matches,420d7c7d
165,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21-333,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ce81d82d
166,Sardar Azmoun,ir IRN,FWMF,Leverkusen,de Bundesliga,28-067,1995,6.2,23,3.74,19,0,0,1,1,2,3,0.49,1,0,0,1,0,1,Matches,10549b49
167,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,33-193,1989,12.3,18,1.46,18,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,53cad200
168,Sanoussy Ba,de GER,DF,RB Leipzig,de Bundesliga,19-063,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f582d5c1
169,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,27-046,1996,11.1,8,0.72,6,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches,bfd381b3
170,Srđan Babić,rs SRB,DF,Almería,es La Liga,26-321,1996,20.5,18,0.88,16,0,0,2,0,0,1,0.05,0,0,0,1,0,0,Matches,075fe5a3
171,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,22-332,2000,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,114bbdee
172,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,22-332,2000,1.0,1,1.00,0,0,0,1,0,0,1,1.00,0,0,0,1,0,0,Matches,114bbdee
173,Édgar Badía,es ESP,GK,Elche,es La Liga,31-025,1992,24.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e4346678
174,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,21-348,2001,6.0,11,1.83,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,06df8256
175,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,21-348,2001,9.3,4,0.43,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,06df8256
176,Alex Baena,es ESP,MFFW,Villarreal,es La Liga,21-232,2001,14.0,49,3.49,36,0,5,5,3,0,4,0.28,2,0,0,1,1,0,Matches,518f2234
177,Jaime Báez,uy URU,DF,Cremonese,it Serie A,27-318,1995,1.1,5,4.69,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,dfd24c07
178,Leon Bailey,jm JAM,FWMF,Aston Villa,eng Premier League,25-212,1997,16.5,42,2.55,25,2,7,6,2,0,4,0.24,2,0,0,2,0,0,Matches,3a233281
179,Eric Bailly,ci CIV,DF,Marseille,fr Ligue 1,28-331,1994,4.7,2,0.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,a1232f4e
180,Dénys Bain,fr FRA,DF,Auxerre,fr Ligue 1,29-250,1993,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5065d67d
181,Brandon Baiye,be BEL,MF,Clermont Foot,fr Ligue 1,22-072,2000,0.6,2,3.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7e3e825e
182,Stefan Bajcetic,es ESP,MF,Liverpool,eng Premier League,18-138,2004,4.9,12,2.46,7,1,2,0,2,0,1,0.21,0,0,1,0,0,0,Matches,32e8417f
183,Nedim Bajrami,al ALB,MFFW,Empoli,it Serie A,24-009,1999,10.5,39,3.74,27,8,2,1,1,0,4,0.38,2,0,1,0,1,0,Matches,f42d6c13
184,Nedim Bajrami,al ALB,FW,Sassuolo,it Serie A,24-009,1999,3.2,4,1.26,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f42d6c13
185,Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31-332,1991,0.7,2,3.05,2,0,0,0,0,0,1,1.53,1,0,0,0,0,0,Matches,0af4dcf0
186,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,28-204,1994,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,59bf127b
187,Mitchel Bakker,nl NED,MFDF,Leverkusen,de Bundesliga,22-262,2000,11.8,23,1.96,19,4,0,0,0,0,2,0.17,2,0,0,0,0,0,Matches,a8567629
188,Ridle Baku,de GER,DF,Wolfsburg,de Bundesliga,24-335,1998,21.9,48,2.19,38,2,3,1,4,0,5,0.23,4,0,1,0,0,0,Matches,442b56fa
189,Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19-351,2003,11.1,35,3.14,28,1,1,3,2,0,4,0.36,4,0,0,0,0,0,Matches,102e2599
190,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,19-142,2003,16.4,34,2.07,29,0,4,0,1,0,4,0.24,4,0,0,0,0,0,Matches,5ccc9672
191,Thierno Balde,fr FRA,DF,Troyes,fr Ligue 1,20-272,2002,16.9,30,1.77,22,2,2,1,3,0,3,0.18,1,0,1,0,1,0,Matches,3975195f
192,Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,19-065,2004,3.1,9,2.92,6,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches,a1390d2f
193,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,35-008,1988,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1fe67e86
194,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,24-042,1999,22.6,7,0.31,6,0,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches,7c3ed041
195,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,31-067,1992,23.5,46,1.96,38,6,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,cee88597
196,Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,26-065,1997,2.2,3,1.38,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,f449640d
197,Folarin Balogun,eng ENG,FW,Reims,fr Ligue 1,21-249,2001,21.6,47,2.17,28,0,8,6,5,0,7,0.32,3,0,2,0,2,0,Matches,31822f8c
198,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32-318,1990,6.2,5,0.81,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,7fecbcdb
199,Jonathan Bamba,fr FRA,FW,Lille,fr Ligue 1,26-348,1996,20.0,82,4.11,69,2,2,7,2,0,12,0.60,9,0,0,3,0,0,Matches,b2bd0f6c
200,Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,29-185,1993,9.2,11,1.20,8,0,0,2,1,0,2,0.22,2,0,0,0,0,0,Matches,93feac6e
201,Lameck Banda,zm ZAM,FWMF,Lecce,it Serie A,22-039,2001,13.0,25,1.93,12,1,8,1,3,0,3,0.23,3,0,0,0,0,0,Matches,8a6de8c7
202,Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27-345,1995,18.4,49,2.66,42,1,0,2,2,2,2,0.11,2,0,0,0,0,0,Matches,d44360be
203,Léo Baptistão,br BRA,FWMF,Almería,es La Liga,30-195,1992,13.0,37,2.86,25,0,2,7,1,2,3,0.23,2,0,0,1,0,0,Matches,35f6db55
204,Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24-335,1998,4.9,11,2.26,8,0,1,0,2,0,2,0.41,1,0,0,0,1,0,Matches,2886c9b5
205,Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,28-096,1994,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,01efac19
206,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,28-096,1994,12.7,28,2.20,24,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches,01efac19
207,Andrea Barberis,it ITA,MF,Monza,it Serie A,29-088,1993,3.5,9,2.57,8,1,0,0,0,0,2,0.57,1,1,0,0,0,0,Matches,32ebfe1e
208,Bradley Barcola,fr FRA,FWMF,Lyon,fr Ligue 1,20-188,2002,6.6,12,1.81,9,0,1,1,0,1,1,0.15,1,0,0,0,0,0,Matches,a0d55a09
209,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-123,2000,17.6,17,0.96,16,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1ddbc7ca
210,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-193,1997,3.7,6,1.64,3,1,0,1,0,1,1,0.27,0,0,0,0,0,1,Matches,03049c8c
211,Nicolò Barella,it ITA,MF,Inter,it Serie A,26-030,1997,20.9,83,3.97,71,2,4,0,5,1,12,0.57,10,0,2,0,0,0,Matches,6928979a
212,Kike Barja,es ESP,FWMF,Osasuna,es La Liga,25-342,1997,6.1,24,3.93,19,3,2,0,0,0,5,0.82,4,1,0,0,0,0,Matches,aad53e64
213,Ross Barkley,eng ENG,FWMF,Nice,fr Ligue 1,29-094,1993,7.1,25,3.69,14,5,4,2,0,0,3,0.44,2,0,1,0,0,0,Matches,3a24769f
214,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-292,1998,3.8,12,3.15,7,1,1,2,1,0,1,0.26,1,0,0,0,0,0,Matches,a2a85828
215,Harvey Barnes,eng ENG,MFFW,Leicester City,eng Premier League,25-090,1997,21.3,43,2.01,31,0,0,7,4,1,10,0.47,6,0,0,2,1,1,Matches,3ea50f67
216,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,23-065,2000,15.0,31,2.06,22,0,1,2,4,2,5,0.33,3,0,1,0,1,0,Matches,00242b75
217,Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21-291,2001,0.8,1,1.32,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6caffe81
218,Ander Barrenetxea,es ESP,DFFW,Real Sociedad,es La Liga,21-072,2001,4.5,7,1.56,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,200e89e1
219,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,32-050,1991,5.9,18,3.03,13,5,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches,e3844ecb
220,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-267,2003,4.6,12,2.58,11,0,0,1,0,0,2,0.43,1,0,0,1,0,0,Matches,45736cec
221,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-115,1998,11.6,36,3.10,22,9,2,1,2,0,3,0.26,2,1,0,0,0,0,Matches,e5bf73f3
222,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-170,1996,24.0,7,0.29,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5a08ee41
223,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-104,1996,4.4,7,1.60,4,0,0,0,3,0,0,0.00,0,0,0,0,0,0,Matches,80556f08
224,Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,26-162,1996,3.1,11,3.60,8,0,1,0,1,1,1,0.33,1,0,0,0,0,0,Matches,e61bdd69
225,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-330,1999,17.1,39,2.28,31,3,1,2,2,0,4,0.23,2,1,0,0,1,0,Matches,75b86fb3
226,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-124,1996,10.5,26,2.47,15,8,0,2,0,1,2,0.19,2,0,0,0,0,0,Matches,1ac232b8
227,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-240,1991,7.5,4,0.53,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,d637fc22
228,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23-028,2000,12.2,11,0.90,1,2,0,4,3,1,1,0.08,0,1,0,0,0,0,Matches,44a20f0c
229,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-280,1990,23.0,3,0.13,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,47064058
230,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,27-005,1996,4.5,5,1.11,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,bd7d2e6d
231,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,35-066,1988,4.0,4,1.01,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,69374ff5
232,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-220,1999,20.5,74,3.62,52,0,9,4,8,1,8,0.39,5,0,1,1,1,0,Matches,437f2b00
233,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-289,1996,16.9,37,2.19,24,1,3,1,4,4,2,0.12,1,0,0,0,0,1,Matches,20e0dd86
234,Brian Bayeye,fr FRA,DF,Torino,it Serie A,22-252,2000,0.6,2,3.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,78e6bf2c
235,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,26-200,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,fbbc8e15
236,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,21-017,2002,25.0,7,0.28,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c91441dc
237,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-240,1990,0.7,4,6.00,0,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,d8712bf9
238,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,28-320,1994,5.2,16,3.08,11,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches,a53b661f
239,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,27-049,1996,18.7,21,1.12,12,4,0,1,2,2,1,0.05,1,0,0,0,0,0,Matches,19e4eab9
240,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,24-061,1999,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,30db8574
241,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-316,2005,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e892c325
242,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,28-028,1995,18.2,56,3.08,46,0,2,4,4,0,7,0.38,6,0,0,1,0,0,Matches,8eb55dbb
243,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-331,1996,6.8,4,0.59,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,4115ce4e
244,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26-331,1996,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4115ce4e
245,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-325,1997,1.9,6,3.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,50dc94ce
246,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35-262,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,7b4de647
247,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-248,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5e6355f8
248,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32-034,1991,10.2,25,2.45,22,0,0,0,2,1,4,0.39,3,0,0,0,1,0,Matches,30ae134d
249,Alexis Beka Beka,fr FRA,MF,Nice,fr Ligue 1,21-345,2001,3.1,5,1.63,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches,4a5e83ad
250,Jérémie Bela,ao ANG,DFMF,Clermont Foot,fr Ligue 1,29-335,1993,7.1,9,1.26,7,0,1,0,1,0,3,0.42,1,0,1,0,1,0,Matches,5680bf3f
251,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18-281,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,705a1642
252,Youcef Belaïli,dz ALG,MFFW,Ajaccio,fr Ligue 1,30-360,1992,10.6,41,3.88,20,9,2,4,6,0,10,0.95,5,0,2,1,2,0,Matches,1a248246
253,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,30-360,1992,4.0,15,3.79,8,6,0,0,1,0,2,0.51,0,2,0,0,0,0,Matches,1a248246
254,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,29-040,1994,18.8,32,1.70,27,0,0,0,3,2,1,0.05,0,0,0,0,1,0,Matches,2b1bed19
255,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31-197,1991,15.7,11,0.70,10,0,0,1,0,0,2,0.13,1,0,0,1,0,0,Matches,857a5abe
256,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,21-088,2001,14.4,10,0.69,6,0,1,1,2,0,1,0.07,1,0,0,0,0,0,Matches,a39d11bc
257,Raoul Bellanova,it ITA,DFMF,Inter,it Serie A,22-296,2000,1.8,4,2.24,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e3756e72
258,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,32-335,1990,0.9,4,4.39,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bee0bab1
259,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,24-255,1998,17.7,63,3.57,43,13,2,1,4,0,7,0.40,6,0,0,1,0,0,Matches,10f0fdd3
260,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,27-355,1995,1.6,5,3.15,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f874dd44
261,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19-253,2003,21.1,82,3.89,61,0,6,7,7,1,10,0.47,8,0,1,0,1,0,Matches,57d88cf9
262,Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,18-020,2005,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c678ddd7
263,Andrea Belotti,it ITA,FW,Roma,it Serie A,29-079,1993,6.1,10,1.65,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches,d705ba44
264,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24-034,1999,21.3,44,2.06,35,6,0,1,0,2,1,0.05,0,0,0,0,0,1,Matches,ed5c5fa3
265,Eliesse Ben Seghir,fr FRA,FWMF,Monaco,fr Ligue 1,18-021,2005,6.8,16,2.35,13,0,2,0,1,0,1,0.15,1,0,0,0,0,0,Matches,3bd65247
266,Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,20-013,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1f6298f2
267,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32-209,1990,14.8,37,2.50,25,0,3,5,2,2,9,0.61,5,0,0,3,0,1,Matches,942b4f90
268,Marco Benassi,it ITA,DF,Fiorentina,it Serie A,28-182,1994,1.0,1,0.97,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0000acda
269,Marco Benassi,it ITA,MF,Cremonese,it Serie A,28-182,1994,6.1,15,2.48,7,6,1,0,0,1,1,0.17,1,0,0,0,0,0,Matches,0000acda
270,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25-098,1997,16.4,70,4.26,49,15,1,1,3,1,2,0.12,1,0,0,1,0,0,Matches,db092d3b
271,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,27-211,1995,14.9,65,4.37,49,1,9,4,2,0,4,0.27,3,0,1,0,0,0,Matches,5a04fd92
272,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27-327,1995,20.8,26,1.25,18,2,1,5,0,0,2,0.10,1,0,0,1,0,0,Matches,378825c7
273,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,28-105,1994,20.2,54,2.68,31,15,5,1,1,1,4,0.20,2,2,0,0,0,0,Matches,3189f61a
274,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25-257,1997,16.7,34,2.04,27,0,1,2,1,3,5,0.30,2,0,0,1,0,2,Matches,3b8674e6
275,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,35-080,1987,14.5,65,4.49,54,1,4,4,2,0,5,0.35,4,0,0,1,0,0,Matches,70d74ece
276,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28-220,1994,11.3,51,4.53,37,8,2,2,2,0,6,0.53,5,1,0,0,0,0,Matches,53a0e358
277,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,33-027,1990,13.5,26,1.92,21,3,1,1,0,0,1,0.07,1,0,0,0,0,0,Matches,b6e50615
278,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27-248,1995,17.0,59,3.46,32,16,2,4,2,3,3,0.18,2,0,0,1,0,0,Matches,dc1c2fce
279,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30-240,1992,13.3,8,0.60,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches,61b3978f
280,Patrick Berg,no NOR,MFFW,Lens,fr Ligue 1,25-105,1997,0.3,2,7.20,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e4114f5d
281,Mitchell van Bergen,nl NED,FWDF,Reims,fr Ligue 1,23-194,1999,8.0,24,3.02,16,2,2,2,1,1,3,0.38,1,0,0,1,1,0,Matches,0b2c9aec
282,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24-302,1998,14.9,31,2.07,11,13,2,3,1,1,6,0.40,2,3,1,0,0,0,Matches,eb6e14be
283,Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33-245,1989,7.0,11,1.57,10,1,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches,3916b09c
284,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25-325,1997,18.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28dabd43
285,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,30-008,1993,11.9,26,2.19,24,0,2,0,0,0,4,0.34,4,0,0,0,0,0,Matches,433dc9a2
286,Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,20-083,2002,3.9,9,2.31,5,3,0,1,0,0,2,0.51,2,0,0,0,0,0,Matches,505486d6
287,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,33-062,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,03e91055
288,Beto,gw GNB,FW,Udinese,it Serie A,25-037,1998,17.0,33,1.94,24,0,5,2,2,0,2,0.12,1,0,1,0,0,0,Matches,ed5c0319
289,Owen Bevan,wls WAL,DF,Bournemouth,eng Premier League,19-134,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,87966294
290,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,29-357,1993,16.8,12,0.71,8,3,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,b3a20f18
291,Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,20-159,2002,1.2,3,2.41,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,d65cf468
292,Giulian Biancone,fr FRA,DF,Nott'ham Forest,eng Premier League,22-343,2000,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,de40e38c
293,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,33-044,1990,1.8,1,0.57,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,7aac47fe
294,Pedro Bigas,es ESP,DF,Elche,es La Liga,32-175,1990,15.7,10,0.64,5,0,1,2,1,1,2,0.13,0,0,0,1,1,0,Matches,697295b1
295,Jaka Bijol,si SVN,DF,Udinese,it Serie A,24-032,1999,18.4,12,0.65,11,0,0,1,0,0,2,0.11,2,0,0,0,0,0,Matches,6fdac234
296,El Bilal Touré,ml MLI,FW,Almería,es La Liga,21-157,2001,12.9,34,2.64,26,0,2,4,2,0,4,0.31,3,0,1,0,0,0,Matches,47c609d5
297,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,21-157,2001,1.0,2,1.98,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,47c609d5
